제목,가사,가수,발매일,좋아요수,장르
밤하늘 (Smooth Ver.),"소중하게 간직했던
추억의 조각들
매일 그리워하며 살아
다시 바람이 분다
사랑이라 믿고 있었던
마음의 기억들
유난하게도 잊혀지질 않아
잊혀지질 않아
설레이고 아팠던
그날을 생각하며
여기에 와있네
내가 될 수 있었던
오늘 살아가게 한
어제의 꿈들을
생각하며 서있네
그대 보고 싶어서
미웠던 마음 버리고
좋았던 기억으로 다 채우네
함께 했었던
날들은 너무 행복했다
아름답게 간직했던
추억의 조각들
즐겨 부르던 음악을 들어
다시 바람이 분다
사랑이라 믿어 버렸던
옛날의 기억들
유난스럽게 잊혀지질 않아
잊혀지질 않아
설레이고 아팠던
그날을 생각하며
여기에 와있네
내가 될 수 있었던
오늘 살아가게 한
어제의 꿈들을
생각하며 서있네
그대 보고 싶어서
미웠던 마음 버리고
좋았던 기억으로 다 채우네
함께 했었던
날들은 너무 행복했다
그대에 가슴엔
내가 없더라도
사랑 남아있다
나 살아가게 한
어제의 꿈들을
생각하며 서있네
그대 보고 싶어서
미웠던 마음 버리고
좋았던 기억으로
내가 될 수 있었던
오늘 살아가게 한
어제의 꿈들을
생각하며 서있네
그대 보고 싶어서
그대 보고 싶어서
사랑의 기억으로 다 채우네
함께 했었던 날들은
행복했다",꿈빛밴드,2018.01.19,4,발라드
그대예요,"하늘의 해처럼 따스한 사람
위로가 되는 또 다른 나죠
걷다가 뒤를 보면 늘 그 자리
그 곳에서 지켜주죠
그대예요 내 삶에 들어올 사람
그대예요 평생을 함께 할 사람
때론 험난하게 느껴진대도
세상 속에 유일한 사람
내 앞에 서 있는 오직 한 사람
이유 없는 나의 투정이라도
웃으며 모두 어루만지죠
모든 걸 받아주는 그 사람이
행복하게 날 만들죠
그대예요 내 삶에 들어올 사람
그대예요 평생을 함께 할 사람
때론 험난하게 느껴진대도
세상 속에 유일한 사람
내 앞에 서 있는 오직 한 사람
좋아서 눈물이나
가끔은 믿기
어려울 정도로 행복해요
좋은 사람 될게요 언제나 노력할게
그대예요 내 삶에 들어올 사람
그대예요 평생을 함께 할 사람
때론 험난하게 느껴진대도
세상 속에 유일한 사람
내 앞에 서 있는 오직 한 사람",더 데이지 (The Daisy),2018.01.22,51,발라드
연애초기,"이런 감정은 처음인 것 같아
이렇게 달라진 내 모습을 보는것도
모든게 처음인거 같아 내모습이
너무 적응이 안돼
널만나고 모든게 달라졌어
후회없던 내가 후횔하게 되고
매순간 너의 연락을 기다리게 됐어
손에서 핸드폰을 놓지 않아
보고 있어도 보고싶고
헤어질때 너의 뒷모습을 볼때면
마음 한켠이 너무 서늘해 지는걸
돌아서면 보고싶고
보고있어도 보고싶은
사람이 너라서 너무 행복한걸
절대로 널 만날 거 라고는
생각하지 못했어
너도 알잖아 우리 둘 관계
날 그저 동생으로만
봤을 거란 거 다알아
But 나 외모와는 정반대
나이는 숫자에 불과해
누가 뭐라던 간에 너가
내여자라는 건 변하지않아
천만에 입발린
말아니야 책임질테니까
나도 처음이야 이런 말한 거
이런 감정이 사랑인거 같아
누구를 이렇게 사랑하고 있다는게
너만보면 달라지는 내 모습이
너무 적응이 안돼
좋아하게 되면 버려질까봐
시작하기도 겁이 났던 나인데
하지만 이젠 이런 내마음을
도무지 숨길 수가 없어
보고 있어도 보고싶고
헤어질때 너의 뒷모습을 볼때면
마음 한켠이 너무 서늘해 지는걸
돌아서면 보고싶고
보고있어도 보고싶은
사람이 너라서 너무 행복한걸
보고 있어도 보고싶고
헤어질때 너의 뒷모습을 볼때면
마음 한켠이 너무 서늘해 지는걸
돌아서면 보고싶고
보고있어도 보고싶은
사람이 너라서 너무 행복한걸
사람이 너라서 너무 행복한걸
그게 너라서 너무 행복한걸",표샘솔,2018.01.22,28,"발라드, 인디음악"
악몽,"힘겨웠던 꿈 속에는
날 괴롭히던 그 한사람
그렇게 깨어나고 싶었던
짙고 까만 밤
이제 그만해줘요
이제 그만 나타나줘요
내가 어떻게 더 해야만 하나요
원하지않는 이 꿈에서
지난 시간도 가져가줘요 제발
꿈만같던 시간들은
그대로 묻어 둘수있을까
그래요 어쩌면 내가 그댈
못 잊었겠죠
이제 그만해줘요
이제 그만 나타나줘요
내가 어떻게 더 해야만 하나요
원하지 않는 이 꿈에서
지난 시간도 가져가줘요
왜 매번 그댈 만날때마다 내게
그리움으로 아픔으로 찾아올까요
아픈만큼 그대는 날
그리 찾았을까 또 한번 떠올리죠
결국 떠날 꺼면서
희미하게 사라질 꺼면서
고스란히 아픔을 안겨 주나요
숨 막혀 왔던 이 꿈에서
언제 나를 놓아줄껀가요 그대",신호연,2018.01.22,71,"발라드, 인디음악"
블라썸 (Blossom) (Inst.),"금방 꽃이 필 것 같아
그런 예감이 들어
네가 웃어줄 것 같아
눈이 마주친다면 다가설 수 있게
네가 있는 곳으로 몸을 돌려 살짝
한 걸음만 더 다가와 줄래
우리의 봄이 올 수 있게
한 가득해
나의 머릿속엔 너와나 뿐
넌 또 괜히 웃음 짓게 해
아껴둔 신발로 이 길을 걸어볼까
오늘이라면 될 것 같아
매일이 blossom day
눈이 부시게
느낌이 good someday
내일도 기대해
한 발짝 쉬었다 갈 수 있지 뭐
나라서 모두 잘 될 거라고 믿고 있어
난 좋아 비가 오더라도
너와 함께라면
난 좋아 바람이 불더라도
너와 함께라면
어떻게 기다려 내일까지
난 오늘 닿고 싶어 너의 마음가까이
꽃을 피울게 나비처럼 나에게
꽃을 피울게 봄처럼 오면 돼
맘 속에 담았던 네게 말 걸어볼까
오늘이라면 될 것 같아
매일이 blossom day
눈이 부시게
느낌이 good someday
내일도 기대해
한 발짝 쉬었다 갈 수 있지 뭐
나라서 모두 잘 될 거라고 믿고 있어
후회는 있어도
미련은 남지 않게 날 맡겨
잠들어있었던 꿈들이
여기 피고 있어
두근거리는 손끝에
널 안을 준비를 해 두 팔 벌려
활짝 핀 꽃잎이 예뻤을 때
난 이 길에서 널 기다려
꽃 몽우리만 수놓던 내 맘에
네가 잔잔하게 일렁여주면
활짝 피고 말 거야
나만 아는 이 떨림을 네게 줄게
나의 봄도
네가 가지고 있으니 yhe
매일이 blossom day
눈이 부시게
느낌이 good someday
내일도 기대해
한 발짝 쉬었다 갈 수 있지 뭐
나라서 모두 잘 될 거라고 믿고 있어",러니 (RUNY),2018.01.22,40,발라드
바램 (Inst.),"우리 함께 했던 많은 날들
또 다른 사람과 다시 만들고
행복했던 우리 지난날들
이제는 조금씩 지워가도
I just wait for you
언제나
우리 같이 걷던 길 그 길 위에서
I just want you now
시간이 가도
변함없이 지나가도
버릴 수 없는 마음들도
마주쳤을 때
기다렸다고
아직 놓지 않았다고
나에게 말해 줘
네가 나에게 준 행복만큼
그만큼 딱 그만큼 널 기다릴게
익숙해질 만큼 사랑했던
그때의 내 마음 진심이었어
아직 하지 못했던 말들이 매일 밤
수도 없이 떠올라 나를 괴롭혀
I just want you now
시간이 가도
변함없이 지나가도
버릴 수 없는 마음들도
마주쳤을 때
기다렸다고
아직 놓지 않았다고
나에게 말해 줘
미련했던
내 모습들이
조금은 싫었대도
항상 그래 왔듯
나를 좀 이해해 줘
혹시 이 노래 듣고 있다면
한 번쯤은 기억해 줘
우리가 함께 걷던 그 길
마주친다면
기다렸다면
아직 놓지 않았다면
나를 꼭 잡아 줘
나를 꼭 안아 줘",임도혁,2018.01.21,8,발라드
뒷모습 (Inst.),"어둡게 두 눈 감을게요
보이지 않도록
아파도 아파하지 않을 거예요
이렇게 이를 악물고
눈물 참을 거예요
걱정 말아요
그냥 가던 길로 지나가 주세요
괜찮아요 뒷모습 내겐 익숙해요
멀리 가버린 뒷모습
보는 여긴 내 자리인 걸요
근데 왜
그댈 자꾸 부르고만 싶죠
단 한 번만 돌아봐 주면 안 되나요
어차피 정해진
이별인 걸 다 알면서도
왜 이러죠
반대로 고갤 돌릴게요
흔들리지 않도록
아파도 아파하지 않을 거예요
이렇게 이를 악물고
그댈 놓을 거예요
걱정 말아요
그냥 가던 길로 지나가 주세요
괜찮아요 뒷모습 내겐 익숙해요
멀리 가버린 뒷모습
보는 여긴 내 자리인 걸요
근데 왜
그댈 자꾸 부르고만 싶죠
단 한 번만 돌아봐 주면 안 되나요
어차피 정해진
이별인 걸 다 알면서도
왜 이러죠
그냥 가던 길로 지나가 주세요
괜찮아요 뒷모습 내겐 익숙해요
멀리 가버린 뒷모습
보는 여긴 원래 내 자리인 걸요",SURAN (수란),2018.01.20,96,발라드
Apologize,"이제는 다신 없을
아름다웠던 그땔
기억하고 되뇌이며 살아가죠
추억하고 품에 안아 살아가죠
모든게 닮아있던
모든게 똑같았던
이젠 다른 그 이유들로 원망하죠
이젠 또 다른 사람들과 닮아가죠
네 전부라던 꿈속에는
나 하나만 있었고
그 순수함을 저버린
미쳤던 내가 있었고
모든게 뒤엉켜져
지쳐 울고있는 네곁엔
내 모자람 조차 네곁엔 없었어
꿈이 더 커져 가서
너를 보지못했었어
이제서야 네 모습이 선명해져
잊혀짐이 나에게는 멀기만 해
네 전부라던 꿈속에는
나 하나만 있었고
그 순수함을 저버린
미쳤던 내가 있었고
모든게 뒤엉켜져
지쳐 울고있는 네곁엔
내 모자람 조차 네곁엔 없었어
그때의 우리처럼
서로의 눈만 바라볼까
그때의 우리처럼
사랑만 볼 수는 있을까
그때의 우리보다 더
아름다울 수 있을까
이제는 그럴 수 없을 것 같아
눈부시고 찬란했던 그날들
이젠 안녕
아름답고 아름답던
그대도 이제는 안녕
눈부시고 찬란했던 그날들
이젠 안녕
내가 있어 이런 내가 있어",장석광,2018.01.23,64,"발라드, 인디음악"
사랑한다고 (Inst.),"벌써 30분째 커피 식을때 까지
아무말 없는 넌 나를 멍하니
보고만 있어
다른 여자 생겼니
그냥 싫어진 거니
그토록 망설인 한마디가
우리 그만 헤어지재
평소 같지 않았던 요즘 oh 넌
멀어져 갈 준비를 했니
정말 끝이니 난 싫어
사랑한다고 해주면 안되니
잠시 너무 힘들었다고
미쳤었다고 제발좀 말해줘
아직 나는 너를 못 보내
뒤돌아서 나가는
너를 보기 싫어서
지그시 두 눈을 감아봐도
그럴수록 선명해져
이런 이별 바란적 없어 oh 난
혼자 남을 자신이 없어
곁에 있어줘 언제나
사랑한다고 해주면 안되니
잠시 너무 힘들었다고
미쳤었다고 제발좀 말해줘
아직 나는 너를 못보내
대체 얼만큼의 사랑을 하고
몇번의 헤어짐을 겪어야
이별하지 않는 법을 배울까
힘이 들어 자신이 없어
제발 가지마 날 다시 안아줘
정말 나를 사랑했다면
오직 한사람 내겐 너뿐이라
아직 나는 너를 사랑해",제이세라,2018.01.23,19,발라드
묻지 말기로 해 ,"또 이유 없이 반복되는
떨리는 가슴은 뭘까
내 바로 앞을 서성이는
어디서 본 듯한
빠른 걸음으로 쫓다 보면
선명하게 마주친 얼굴
정말 아슬아슬 닿을 듯 말 듯
스치던 순간들
몰랐던 기억들
묻지 말기로 해
서로 곁에 서 있을 때까지 오
묻지 말기로 해
단 한 사람만 보일 때까지 오
Give me 나 모르게
Always 난 이대로
With me 넌 그대로
오
묻지 말기로 해
서로 사랑에 놀랄 때까지
오
늘 기대오던 친구처럼
내 맘을 말해도 될까
그 많고 많은 질문 끝엔
언제나 한 사람
알듯 말 듯 내게 다가오는
다른 내일 또 다른 하루
점점 아파오는 몸살처럼
없었던 일들에
기억과 다투고
묻지 말기로 해
서로 사랑을 믿을 때까지 오
묻지 말기로 해
서로 아픔에 기댈 때까지 오
Give me 나 모르게
Always 난 이대로
With me 넌 그대로
오
묻지 말기로 해
서로 사랑에 놀랄 때까지
오
내 하루에 처음도
내 하루에 끝도 너야
I Want to say Lover
묻지 말기로 해
서로 곁에서 있을 때까지 오
묻지 말기로 해
단 한 사람만 보일 때까지 오
Give me 나 모르게
Always 난 이대로
With me 넌 그대로
오
이젠 말하려 해
나의 가슴은 그저 너면 돼
오
오
I Want to say Lover 오
오
I Want to say Lover 오
Love is here for you",보이스퍼 (VOISPER),2018.01.22,72,"발라드, 국내드라마"
그런데 말야 ,"만약 만약 날 받아줄 수 있다면
난 난 아이처럼 뛰겠지
너만 보며 너만 알고
널 향해서 널 위해서
만약 날 날 받아줄 수 없다면
만약 날 날 지워야만 한다면
그래 줄게 그래 볼게
그렇게 못 본 척할게
근데 말야 내 가슴이 말야
내 말을 안 들어 그럴 수 없다고
지켜주고 싶다며 말해 보라고
내 가슴을 아무리 말려도
그게 안 돼
만약 널 널 알지 못했더라면
만약 널 널 만나지 못했다면
없었겠지 없을 거야
이렇게 아픈 맘조차
근데 말야 내 가슴이 말야
내 말을 안 들어 그럴 수 없다고
지켜주고 싶다며 말해 보라고
내 가슴을 아무리 말려도
그게 안 돼
변한 건 그저 바삐 가는 시간뿐
그대로 있는 너와 나의 어색함 만약
망설인다면 이렇게
내가 갈 수 있도록
너만 보면 난 널 바라보면
난 너무 작아져 내 작은 사랑이
용기 내 말해 보려 해 사랑한다고
처음부터 사랑해 왔다고 말해보래
말해보래",구윤회,2018.01.22,58,"발라드, 국내드라마"
한 사람,"애써 난 잊으려고 해봐도
잊을수록 보고싶은 한사람
정든 손 놓으며 눈물을 감추던
그대 보고싶어요
봄처럼 짧은 사랑이라도
내겐 향기가 남아서
한 사람을 잊을수가 없어요
잊을 수가 없어요 내 맘을 어쩌죠
하루 몇번씩 내 가슴을 울리는 사람
짙은 눈물만 남기는 한사람
어디에 있나요
부르고 부른 그 사람 이름
나는 잊을 수 없어요
한 사람을 잊을수가 없어요
잊을 수가 없어요 내 맘을 어쩌죠
하루 몇번씩 내 가슴을 울리는 사람
짙은 눈물만 남기는 한사람
시간가도 지워지지 않아요
놓을 수가 없어요 그댄 어떤가요
사랑할수록 다쳐가는 내 맘 안다면
돌아와줘요 혼자 두지마요
어디에 있나요 어디에 있나요",더 라임,2018.01.23,94,발라드
사랑할 수 밖에 없는 너,"잠깐 나와 집 앞에 있어
헤어지면 보고 싶어
못 참아 1분도 못 보면 니 얼굴
아른거려서 미치겠어
사랑할 수 밖에 없는 너 빛이 나는 너
마음속에 항상 담겨있는
너와 함께 어디든지
가고 싶은 요즘이 정말 행복해
너 웃지마 다른데 가서
나에게만 꼭 웃어줘
웃을 때 너무나 귀여워 죽겠어
내 옆에 붙어 웃기만 해
사랑할 수 밖에 없는 너 빛이 나는 너
마음속에 항상 담겨있는
너와 함께 어디든지
가고 싶은 요즘이 정말 행복해
너에게 고마운걸
내 삶에 니가 들어 와 줘서
사랑할 수 밖에 없는 너 빛이 나는 너
마음속에 항상 담겨있는
너와 함께 어디든지
가고 싶은 요즘이 정말 행복해",더 라임,2018.01.23,40,발라드
나의 모든 시간속에서 받은 사랑,"시간 돌이켜보면 그대를 만나게돼
웃음을 알게됐어 행복을 느끼게돼
언제나 한결같은 사람
어디에서든 느껴지는 그 사랑
나의 몸과 맘이 다 알고 있어
나의 모든 시간속에서 받은 사랑
끝이없는 그대가 준 그 사랑이
어둠속에 주저앉아
아파하고 있던 내게
빛처럼 내려와서 다가왔죠
매순간 함께인걸 숨쉬듯 당연한걸
서로를 닮아가고 사랑이 커져가고
이렇게 하나가 됩니다
어디에서든 느껴지는 그 사랑
나의 몸과 맘이 다 알고 있어
나의 모든 시간속에서 받은 사랑
끝이없는 그대가 준 그 사랑이
어둠속에 주저앉아
아파하고 있던 내게
빛처럼 내려와서 다가왔죠
사랑해 나의 전부가 어느새 돼버렸죠
그대와 나 이대로 영원하길 바랄게요
나의 모든 시간속에서 받은 사랑
끝이없는 그대가 준 그 사랑이
어둠속에 주저앉아
아파하고 있던 내게
빛처럼 내려와서 다가왔죠",더 라임,2018.01.23,40,발라드
나는 그대편이에요,"나는 그대 편이에요
그대 어디 있든지
행여 그대 무얼 하여도
나는 그대 편이라
우리의 발에 놓여질 길이
멀고 험해도
힘든 일을 대신 하여도
나는 그대 편이라
오직 한 사람을 위해
매일 기도합니다
그대에게 좋은 사람이
되리라 약속합니다
가끔 두 눈을 감으면
눈이 아닌 마음이
처음 만난 그녀 모습을
아직 기억합니다
그대 이 모습 지나고
머리엔 눈꽃이 펴도
내게 웃는 미소 하나면
나는 행복합니다
그댄 나의 마음속에서
매일 사랑 이기를
작은 노트 안에 그녀는
내게 사랑이였기에
벌써 10년이 지났고
여전히 그대 있음에
힘든 일을 대신 하여도
나는 그대 편이라
오직 한 사람을 위해
매일 기도 합니다
그대에게 좋은 사람이
되리라 약속합니다
가끔 두 눈을 감으면
눈이 아닌 마음이
처음 만난 그녀 모습을
아직 기억합니다
그대 이 모습 지나고
머리에 눈꽃이 펴도
내게 웃는 미소 하나면
나는 행복합니다
내게 웃는 미소 하나면
나는 행복합니다
내게 웃는 미소 그 미소 하나면
나는 행복 합니다",장진학,2018.01.23,6,발라드
뒤 돌아보니 (With 김동현),"언제라도 함께 할 수 있었던
머물렀던 그 자리 우리 잊지 못해
그저 순간이라 말할 수가 있었던
우리 함께 했던 아름다운 그 시간
우리는 잊고 살지 그저 현실 속에서
간직했던 기억을
너무 빠르게 놓아가는
우리의 모습이
같은 것을 보지만
다르다고 느끼며
멀어져 가는 우리
힘겨워 하게 되지만
그런 모든 것조차도
뒤 돌아볼 수 있다면
수 많았던 추억들을
그리워하게 될 거야
우리는 잊고 살지 그저 현실 속에서
간직했던 기억을
너무 빠르게 놓아가는
우리의 모습이
같은 것을 보지만
다르다고 느끼며
멀어져 가는 우리
힘겨워 하게 되지만
그런 모든 것조차도
뒤 돌아볼 수 있다면
수 많았던 추억들을
그리워하지만
후회하지 않도록
주어지는 모든 것
함께 나누는 우리
더 노력하며 살아야
흐르는 세월 앞에서
뒤 돌아보면 볼 수록
그 좋았던 기억들 간직할 꺼야
우리 사랑을",김시형,2018.01.24,2,발라드
오랜 꿈,"오랜 꿈 같았어
널 만난 그 시간이
따스히 잡아주던 너의 손길
그리워서 불러
힘들었니 많이
날 만난 그 시간이
해맑게 웃어주던 너의 미소
다 거짓이었니
아니라고 이게 아닐거라고
사랑이 아니었다 말을 해도
내 마음이 이미 내 마음이
멈추지 못하고 있잖아
그리워서 니가
또 눈물이 흘렀어
슬픔이 자꾸 나를 이겨 왜
나 이렇게 살아
아니라고 그게 아닐거라고
진심이 아니었다 말을 해도
내 마음이 이미 내 마음이
너 하나 보고만 있어서
시간을 되돌아 널 볼 수 있다면
그땐 너에게 이렇게 말할게
사랑한다고 제발 가지말라고
나에겐 너 하나 뿐인데
바보처럼 못난 자존심 때문에
널 보내지 않아야 했어
오랜 꿈 같았어",이제 (EZE),2018.01.24,59,발라드
은혜 (隱匸) (With 이은혜),"우린 시작부터 잘못된 것 같아
겁이 많은 어른 둘이서 만나
다칠게 두려워 마음을 아끼고
아이처럼 숫자 놀이를 했어
우리 담담한 척 이별을 했고
그렇게 웃으며 행복을 빌었네
비겁하게 담백하게 자연스럽게
나도 그저 뻔한 어른이 되었네
사랑하지 않아서가 아니야
감추는 숨는 법을 배웠어
이런 내가 싫어져서
엄마를 잃은 아이처럼 울곤 했어
우리 조금 일찍 만났었더라면
어땠을까 지금관 다를까
이제야 겨우 만나서 이렇게
허무하게 그냥 끝나버렸네
다시 순수했던 어린 시절로
그렇게 되돌아 갈수만 있다면
아프지만 슬프지만 행복했었던
모든 걸 내어놓던 내가 그리워지네
사랑하지 않아서가 아니야
감추는 숨는 법을 배웠어
이런 내가 싫어져서
엄마를 잃은 아이처럼 울고 있어
사랑하지 않아서
사랑하지 않아서
사랑하지 않아서가 아니야
너와나 어떻게 살아갈까
사랑도 이별도 그저 그래
사랑하지 않아서
사랑하지 않아서
사랑하지 않아서가 아니야
그리워 나는 잿빛 세상에 살아",서현석,2018.01.24,235,발라드
가끔은 (Feat. 정다은),"우리
다시는 볼수없는 이별을 했죠
지나간 사랑은 가슴에 묻고서
사실은 내마음 변치않죠 영원토록
그대를 다시 만나면
전하고 싶은 말이 많아요
가끔은 그리워하던 사랑이
내게 멀기만했던 그 사랑이
내 마음 비추는 햇살처럼
살며시 잠든 나를 깨우죠
이제는 놓지않아요 그대를
내게 하나뿐인 그 사람을
다시 나의 손을 잡아요
새로운 사랑을 만들어요
우리
말없이 서로다른 길을 걸었죠
후회만 남았죠 사랑을 잃고서
지나간 아픔은 모두잊고 나를봐요
이제는 그대와 내가
함께할 시간이 더 많아요
가끔은 그리워하던 사랑이
내게 멀기만했던 그 사랑이
내 마음 비추는 햇살처럼
살며시 잠든 나를 깨우죠
이제는 놓지않아요 그대를
내게 하나뿐인 그 사람을
다시 나의 손을 잡아요
새로운 사랑을 만들어요
우리
잊지마요 우리 이떨림을
매일 매일 하루 하루
그대곁에
난 언제나 내 사랑이
내게 하나뿐인 그 사람을
다시 나의 손을 잡아요
새로운 사랑을 만들어요
우리",제이에반스,2018.01.24,24,"발라드, 인디음악"
그런 줄 알았어 (Feat. 레이디 제인),"우린 사랑을 했고
또 사랑을 했어
지워지지 않을 그런 사랑
영원할줄 알았고
또 영원할줄 알았어
잊을수 없는 그런 사랑
내 마음 속에는
아무것도 없어
아무것도 없어
내 가슴속에도
네가 있지만 네가 없어
그런 줄 알았어
영원할것 같았어
네가 없는 나를 감히 난
상상조차 할 수 없었어
이렇게 갑자기 떠나면
난 어떻게 하란말야
그런 줄 알았어
이런게 사랑이라
굳게 믿었는데 모든게
한순간에 다 사라졌어
사랑도 추억도 이제는
만질수 없는 공기처럼
Goodbye
니 숨결이 느껴져
내 옆에 있는 것 같아
잊을 수 없는 그런 사람
내 가슴속에도
네가 있지만 이젠 네가 없어
그런 줄 알았어
영원할 것 같았어
네가 없는 나를 감히 난
상상조차 할 수 없었어
이렇게 갑자기 떠나면
난 어떻게 하란말야
그런 줄 알았어
이런게 사랑이라
굳게 믿었는데 모든게
한순간에 다 사라졌어
사랑도 추억도 이제는
만질수 없는 공기처럼
눈 감으면 꿈을 꾸고
눈을 뜨면 네가 없고
공허해 잠드는게 두려워
널 잊는게 너를 지우는게
나 두려워
그런 줄 알았어
영원할것 같았어
네가 없는 나를 감히 난
상상조차 할 수 없었어
이렇게 갑자기 떠나면
난 어떻게 하란말야
그런 줄 알았어
이런게 사랑이라
굳게 믿었는데 모든게
한순간에 다 사라졌어
사랑도 추억도 이제는
만질수 없는 공기처럼
Goodbye",김경훈,2018.01.24,300,발라드
그리움이 닿길,"떠나간 너를 아직도
잊지 못해
이제 다시는
볼 수 없다는 걸
알면서도
또 헛된 기대만
품고 있어
다들 너에 대해 물어와도
그만큼 내게는 당연했던 너니까
애써 웃어보지만
얼마나 너를 잊으려
발버둥쳐야 이런 아픔을
치울 수 있을까
제발 내 그리움이
그곳에 닿아서
내 맘이 전해져 다시
내게 돌아오길 바래
또 헛된 기대만
품고 있어
다들 너에 대해 물어와도
그만큼 내게는 당연했던 너니까
애써 웃어보지만
얼마나 너를 잊으려
발버둥쳐야 이런 아픔을
치울 수 있을까
제발 내 그리움이
그곳에 닿아서
내 맘이 전해져 다시
내게 돌아오길 바래",리마크,2018.01.24,4,발라드
하얀 눈 속에 그대가 내린다 (Vocal. 이윤진),"내 앞에 네가 서있다
꿈결같이 날 바라보며 서있다
몇 년이란 시간이 흐른 날
처음 만났던 이 겨울에 서있다
오랜 시간 동안 부르지 못한
너의 이름을 다시 불러본다
익숙했던 그 말이 반가워
너무 그리워져 한 번 더 외쳐본다
첫눈이 내린다
까만 네 눈 속에 하얀 눈이 비친다
눈물이 흐른다
영원히 멈추었으면 좋겠다
이 눈이 그 치치지 않고
눈물이 그치지 않아
계속 널 볼 수 있으면
그럴 수 있다면 좋겠다
계절이 지나 또 겨울이 와도
네가 떠난 후 느낄 수 없었다
죽을 만큼 사랑했던 시간
내게 더 이상 겨울은 오지 않았다
첫눈이 내린다
까만 네 눈 속에 하얀 눈이 비친다
눈물이 흐른다
영원히 멈추었으면 좋겠다
이 눈이 그 치치지 않고
눈물이 그치지 않아
계속 널 볼 수 있으면
그럴 수 있다면
내게 떨어진 눈꽃은 너였다
붙잡으면 사라질까 이렇게
이미 눈물이 돼버린 너를
놓아줘야 하는데
눈이 그쳐간다
네가 스쳐간다
떠나가는 뒷모습을 바라보다가
눈물이 차올라
그대로 발걸음을 멈춰 선다
널 보내야 했던 이유
변한 게 아무것도 없는데
잡을 수가 없어
다시 오지 않을 첫눈을",변진수 프로젝트,2018.01.25,11,발라드
그대보다 내가 더,"내 방 가득히 햇살이 비추면
텅 빈 내 마음이 더 외로워지고
함께했던 행복이 그 추억들이
다 필름처럼 하나 둘
잊고 있던 눈물이 흘러
you 언젠가 내게 했던
그 약속을 이제 잊어야만 하나 봐요
서로 다른 사람 곁에서
웃을 수 있나요 난 안돼요
you 시간을 되돌릴 수 만 있다면
그대를 다시 볼 수 있다면
사랑할 텐데 그대보다 내가 더
함께했던 행복이 그 추억들이 다
필름처럼 하나 둘
잊고 있던 눈물이 흘러
you 언젠가 내게 했던
그 약속을 이제 잊어야만 하나 봐요
서로 다른 사람 곁에서
웃을 수 있나요 난 안돼요
you 시간을 되돌릴 수 만 있다면
그대를 다시 볼 수 있다면
사랑할 텐데 그대보다 내가 더
난 아직도 니 흔적을 지우지 못해
너를 알기 전 처음 그때로
다시 돌아가고 싶어
you 언젠가 내게 했던
그 약속을 이제 잊어야만 하나 봐요
서로 다른 사람 곁에서
웃을 수 있나요 난 안돼요
you 시간을 되돌릴 수 만 있다면
그대를 다시 볼 수 있다면
사랑할 텐데 그대보다 내가 더
그대보다 내가 더",이민영,2018.01.25,26,"발라드, 인디음악"
가슴이 웃도록,"이젠 모른 척 살 거라고 너 없어도
잘 할 거라고 그렇게 돌아 섰어
내 잘못인데 내 실수인데 가슴 속
그 말 미안해 하지 못했어
하루에도 몇 번씩 머릿속을 흔드는
너와의 기억 아파 너무 아파
시간이 갈수록 더 힘들어져만 가
날 바라봐줘 다시 내게 와줘
너의 시선이 너의 손길이
너의 마음이 그리워
사랑을 몰라서 이별을 몰라서
눈물을 감추고 널 보는 바보야 난
헤어지자 말해 놓고
너 정말 떠날 줄 몰랐어 그때
어디에 있든 어느 시간에 있든
감춰지지 않고 내 안에 숨쉬는 너
아침 해가 떠 오르면
달려가 말 할거야
내게로 내게로 내게로 와줘
너의 시선이 너의 손길이
너의 마음이 그리워
사랑을 몰라서 이별을 몰라서
눈물을 감추고 널 보는 바보야 난
헤어지자 말해놓고
너 정말 떠날 줄 몰랐어 그때
너 밖에 모르는 이렇게 아픈 내
가슴이 웃도록 심장이 웃도록
그 시절 그 순간
함께한 우리 그 때로
원하고 원하는 네게 하고픈 말
다시 다시 내게 와줘
가슴이 웃도록 심장이 웃도록
그 시절 그 순간
함께한 우리 그 때로
원하고 원하는 네게 하고픈 말
다시 다시 내게 와줘
가슴이 웃도록 다시",노크,2018.01.25,155,발라드
우리의 바램은,"저 멀리서 들려오는 목소리
하마터면 돌아볼 뻔했어
하필이면 너와 약속한
그 곳이라 그랬어
너와 나눈 우리의 미래
우리의 바램 수많은 약속
이 모든게 모두 없던 것처럼
신기루가 되어 날아가 버린 걸까
우리의 바램은 어디로 가버린 걸까
어쩌면 아직 우리 곁에 있을까
그렇게 시간이 흘러도 여전히 나는
너와 함께 있어야 할 여기 서있네
우리의 바램은 어디로 가버린 걸까
어쩌면 아직 우리 곁에 있을까
그렇게 시간이 흘러도 여전히 나는
너와 함께 있어야 할 여기 서있네",딜라잇썸,2018.01.25,41,"발라드, 인디음악"
