제목,가사,가수,발매일,좋아요수,장르
먼훗날 그때에,"차라리 눈을 감은채 모르는 일이라 말하리
내곁에서 떠나가던 그대의 모습
난 본적없는 거야
또다시 맑은 얼굴로 그대는 내게로 올거야
슬퍼지는 그런날이 생겨나듯
난 아무일 없는 거야
그냥 이대로 지내다 보면
혼자 남아 있음을 느끼겠지
또 시간이 흐르고 있음을
나는 헤아릴 수 있을테지
잠 못든채로 울지않게 될 때
지난 일처럼 생각 될 때
세상 모든 게 밝게 보일 때
나 그대 떠난 걸 기억하리

그냥 이대로 지내다 보면
혼자 남아 있음을 느끼겠지
또 시간이 흐르고 있음을 나는
헤아릴 수 있을테지
잠 못든채로 울지않게 될 때
지난 일처럼 생각 될 때
세상 모든 게 밝게 보일 때
나 그대 떠난 걸 기억하리
나 그대 떠난 걸 기억하리",장혜리,1991.09,10,발라드
겨울바다의 추억,"아무도 없는 바다
갈매기노래로 잠들고
무심히 부셔지는 파도는
발밑을 적시고 있네
올사람 없는 바다
추억은 파도에 밀리고
어디서 불어오나 바람이
가슴을 흔들고 가네
당신의 침묵을 사랑했지
파도는 당신의 침묵
당신의 미소를 사랑했지
바람은 당신의 미소
당신은 나를 보며
내영혼 그리고 나의 고향
잊으려고 찾아온 바다는
또하나의 추억을 주네

당신의 침묵을 사랑했지
파도는 당신의 침묵
당신의 미소를 사랑했지
바람은 당신의 미소
당신은 나를 보며
내영혼 그리고 나의 고향
잊으려고 찾아온 바다는
또하나의 추억을 주네
또하나의 추억을 주네",김승덕,1984.11.01,9,발라드
My Lady,"왜 아무말없이 나를 떠나갔나요
그땐 너무나도 안타까웠죠
그 후로 많은 날들을
난 눈물속에 잠들며
그대를 원망했었죠
사랑 하나로만
널 내 곁에 잡아둘 수 없었어
너를 보는 내 맘은 나조차도 모르게
사랑이 커져갔지만
그런 널 보내려고
난 수없이 많은 밤을 울었고
너 없이도 그 추억에
기대살면 되겠지
이런 착각을 했었어

다 잊어버려요
제발 이러지마요
다시 그대 품에 안아주세요
그대의 어떤 말보다
이 순간들이 소중해
다시는 떠나지 마요
너를 사랑하는 내 진심이
죄가 되지 않기를
미치도록 그리운 니 곁에 날 부른건
운명같은 이 사랑야
더는 숨길 수 없이
니 모든걸 너무 많이 사랑해
내 가슴속에 영원히
너만 안고 살겠어
어떤 시련 또 온대도",안재모,2003.06.01,18,발라드
비단구두,"너무 늦었나요 어느새 내일인것
그대 잊은 건가요 생각해봐요
우린 약속했죠
이 곳을 떠나던 밤 나는
돌아온다고 그 땐 이 세상을
우리가 다 가질거라고
영원보다 더 먼 날들을
함께 할 거라던
그 만큼 순진했던 우리는
이대로 끝인가요
그댄 더 이상 자신 없나요
그 오랜 약속 그 믿은 건 나 혼잔가요
그대도 이렇게 차가워질수 있다는 건
처음 알았죠 낯선 그 표정이
내게는 너무 두려운데
영원보다 더 먼날들을 함께 할 거라던
그만큼 순진했던 우리는
이대로 끝인가요
그댄 더 이상 자신 없나요
그 오랜 약속 그 믿은 건 나 혼잔가요


뭐라고 말을 좀 해봐요
너무 늦었나요
어느새 짐이 되버린 내가
이제는 지겹나요
그만 돌아가 쉬고 싶나요
난 아무것도 아닌가요
그리 쉽나요",코나,1998.01,13,발라드
외로운 이 밤에,"불빛에 머문 그림자처럼 흘러내리네
한적도 없는 바람들 사이로
사람들 모두 얼굴을 가린 모습을 하고
창백한 거리를 흘러내리네
불빛은~ 쌓여있는 그림자만 비추고
그대는~ 차가워진 기억들만 남기네
사라진 추억속에
하늘을 가린 불빛들마저 잠이 들어버려
시들어 버린 차가운 꽃잎처럼
끝없는 노래 소리에 맞춰 길을 걸어봐도
그대의 모습은 찾을 길이 없네
달빛은~~ 나도 모르게 장막을 드리우고
사라진~~ 그대모습 그리면서 떠있네
보고픈~ 나의 사람아~ 바람아~~
어두워지는 마음을 날려다오
새하얀 소리없이 눈물처럼 흐르네
그리운 그대 모습이 ~~",도시의 그림자,1988.01.01,18,"발라드, 포크/블루스"
아닐 거에요 (Feat. 김욱),"아닐꺼예요 떠난다는 말
그 많은 추억을 남긴 채
돌아선 니 모습 그리며 눈물이 나요
아니라고 말해줘요.
사랑한다고 내게 했던 말
모두가 거짓이었던 건가요
잊지 못할 이별 얘기
왜 그리 아픈 상처만 내게 주고 가나요
날 정말 좋아했는데 사랑했는데
뒤늦은 후회들만 드네요
어떡하죠 무너진 내 맘 깊은곳엔
넌 아직 살아있는데
널 정말 좋아했는데 사랑했는데
그렇게 떠나가야 하나요
미련하게 미련하게
난 아직 널 내 맘속에 품고있어

미안하단 말 듣고싶은 말
모두가 꿈만 같은 얘기들
돌아설 땐 멀어질 땐
멈춰진 모든 시간을 내게 주고 떠나요
날 정말 좋아했는데 사랑했는데
뒤늦은 후회들만 드네요
어떡하죠 무너진 내 맘 깊은 곳엔
넌 아직 살아있는데
널 정말 좋아했는데 사랑했는데
그렇게 떠나가야 하나요
미련하게 미련하게
난 아직 널 내 맘속에 품고
사랑은 그런건가요 아픔만 남고
거짓된 기억들을 주네요
아련하게 아련하게
들려오는 사랑한다 너의 그 말
잊지 못할 이별 얘기",피망씨,2005.11.24,431,발라드
슬픈착각,"지금까지 너 하나를 원했던
그렇게 너 사랑한다 말하던 나에게
이런 나에게 넌 성의없는 작별인사를
언제나 허영속에 행복해
이런 너를 바라는나 답답해
하지만 남아있는 나약한 기억들이
아직 널 원해
이렇게 난 가진 모든걸 버린거야
너를 사랑하고 있는거야
미쳐 널 몰랐었던 내가
이해할 수 있을때까지
그렇게도 너 하나만 생각한
그 어떤 화려함보다 솔직한 사랑은
이런 사랑은 이젠 너에게
한심한 감정일 뿐
그 모든게 끝이라는 니 말을
여전히 난 희망없는 사랑을
언제나 지쳐왔어 눈물의 장난같은
이런 인연에
이렇게 난 가진 모든걸 잃은거야
너를 사랑하고 있을거야
항상 널 믿어왔던 내게
너 다시 돌아올때까지
I'll beleve in your love
it's for my soul
Don't go away,
you live forever in my heart
이건 니가 아니라는 깊은 착각을
이미 다른 너에게 난 사랑을
언제나 지쳐왔어 눈물의 장난같은
이런 인연에
이렇게 난 가진 모든걸 버린거야
너를 사랑하고 있는거야
미쳐 널 몰랐었던
내가 이해할 수 있을때까지
이렇게 난 가진 모든걸 잃은거야
너를 사랑하고 있을꺼야
항상 널 믿어왔던 내게
너 다시 돌아 올때까지
너 다시 돌아올 때까지",김창렬,1999.04.23,3,발라드
오늘같은 날이면,"오늘 같은 날이면 생각이 나요
손을 꼭잡고 함께 거닐던 음
비오는 날이면 생각이 나요
행복에 쌓였던 지난날들이 우~
이렇게 하나씩 잊어야 하는 건
누구의 잘못인가 누구의
오늘 같은 날이면 생각이 나요
손을 꼭 잡고 함께 거닐던 우~

이렇게 하나씩 잊어야 하는 건
누구의 잘못인가 누구의
오늘 같은 날이면 생각이 나요
손을 꼭 잡고 함께 거닐던 우~",이정석,1997.01.09,12,발라드
I'm Sad,"너 없이 난 어쩌라는 말야
벌써 숨이 막혀 오는데
가지마라 너 없이는 안돼
내겐 너 하나뿐인 걸

다음세상 같은 건 난 몰라
단하루도 긴 것 같은데
돌아와줘 꼭 떠나야 한다면
내가 살아있는 동안은

힘이 들거야 어둠이 오면
비가 몹시 내리는 날엔
아픈 기억들이 날 찾아와
또 나의 맘을 적시겠지만

I'm sad
나를 잊고 살아갈 순 잊지만
너를 잊고 살 수 없는 나
날 기억해줘 꼭 떠나야 한다면
내가 살아있는 동안은

그리울꺼야 (어둠이 오면)
어둠이 오면
비가 몹시 내리는 날에 (지난 추억들이)
지난 추억들이 (너를 붙잡아)
널 붙잡아 (내게로)
내게로 다시 보내길 바래
I'm sad

정말 너무 아파
미쳐버릴 것 같아
날 버리고 싶지만 yeah
You come back to me
날 떠나가보면 얼마나 우리 사랑했는지

힘이 들 꺼야 (너무 힘이 들겠지)
어둠이 오면 (어둠이 오면)
비가 몹시 내리는 날에
아픈 기억들이 (기억들이)
날 찾아와 (나를 찾아와)
또 나의 맘을

그리울꺼야 어둠이 오면
비가 몹시 내리는 날에
지난 추억들이
널 붙잡아 내게로 다시 보내길 바래
I'm sad

어둠이 오면 I'm sad -",토니 안,2005.11.30,284,발라드
Blue Sky (Active Electro Remix),"You're like a blue blue sky
The blue blue sky
You're like a blue blue sky
blue blue sky
The blue blue sky
You're like a blue blue sky
The blue blue sky
blue blue sky
The blue blue sky
You're like a blue blue sky
blue blue sky
내게로 오는 그대
나를 보면서 웃고 있지만
기쁘지가 않은 건
이젠 사랑이 아닌 친구이기에
이제서야 나의 모든 그대와의 추억들을
저 파란 하늘에 묻어 간직 하려해요
You're like a blue blue sky
The blue blue sky
You're like a blue blue sky
The blue blue sky
너를 향한 내사랑
시간은 흘러도 변친 않겠죠
그댈 보낼수 없는 마음 역시 욕심이겠죠
이제서야 깨달아요
저 하늘의 구름처럼 우~
잡을수 없기에 이제 바라만 볼께요
You re like a blue blue sky
The blue blue sky
You re like a blue blue sky
The blue blue sky
이제서야 깨달아요
저 하늘의 구름처럼 우~
잡을수 없기에 이제 바라만 볼께요
You're like a blue blue sky
You're like a blue blue sky
You're like a blue blue sky
The blue blue sky
You're like a blue blue sky
You're like a blue blue sky

You're like a blue
You're like a blue blue sky",토니 안,2005.11.30,176,발라드
"Somewhere, Someone (Coldfeet Remix)","Somewhere
Someone
Somewhere
Someone
Somewhere
Someone
Somewhere
Someone
close your eyes and see
no one but yourself at
the point of no return
you want it just like me
into the light before
those bridges starts to burn
still there's time to run
still there is time to
find a place in the sun

I know there is some where
in a faraway morning
there's someone
who will light up
in the night
if you follow the sun
you will find
there is somewhere someone
I know there is some where
in a faraway morning
there's someone
who will light up
in the night
if you follow the sun
you will find
there is somewhere someone
you walk the streets at night
emptiness fills you
as you wanders astray
all the love inside
your heart
falls into sleep and
slowly fades away
but still there's time to run
cause deep down inside you
feel that something's begun
Someone
I know there is some where
in a faraway morning
there's someone
who will light up in the night
if you follow the sun
you will find
there is somewhere someone
I know there is some where
in a faraway morning
there's someone
who will light up in the night
if you follow the sun
you will find
there is somewhere someone
if you do it just like me
life would be no mystery
yes and love was meant to be
ending all your misery
yes and love was meant
to be so lay your love on me
I know there is some where
in a faraway morning
there's someone
who will light up in the night
if you follow the sun
you will find
there is somewhere someone
I know there is some where
in a faraway morning
there's someone
who will light up in the night
if you follow the sun
you will find
there is somewhere someone
I know there is some where
in a faraway morning
there's someone
who will light up in the night
if you follow the sun
you will find
there is somewhere someone
I know there is some where
in a faraway morning
there's someone
who will light up in the night
if you follow the sun
you will find
there is somewhere someone
Somewhere
Someone
Somewhere
Someone
Somewhere
Someone
Somewhere
Someone
Somewhere
Someone
Somewhere
Someone
Somewhere
Someone
Somewhere
Someone",토니 안,2005.11.30,184,발라드
꿈속에서 보낸 한철,"내 몸은 가벼워
너무나 가벼워
난 깃털처럼 우아하게 날으네
그대도 가벼워
나보다 가벼워
내 손을 잡고 하늘로 날 이끄네
그대와 나 꿈을 꾸죠
조금 나른한 기분
나 이 순간이 좀 더 오래가길 바랄 뿐이죠
뚜루루루루 뚜 Let's fall in love
뚜루루루루~ 뚜루루루~

포근한 잔디위 우윳빛 구름위
살며시 발을 내려놓은 다음에
자연스러운 핑거팁
가벼웁게 스텝유어핏
그것만으로 우린너무 행복해
그대와 나 춤을 추죠
익숙한 스텝과 눈빛
마침 영화속 주인공이 된 듯 몸을 맡기죠
내 몸은 가벼워
이젠 잠에서 깨어나야할 시간
눈을 뜨면 각자의 침대 위
이 한철을 함께 한 유앤미",이한철,2005.12.15,42,"발라드, 록/메탈"
아카시아 필때,"아카시아 필때까지 돌아온다 말하시던
보고싶은 그 님은 아직 돌아오지 않았네
아카시아 꽃잎 속에 님의 소식 있을까
아카시아 필 때까지 다시 기다려야 하나요
아카시아 짙은 향기 바람 속에 흐르고
님과 둘이 만난 그때 꽃잎이 휘날렸지
아카시아 숲속을 둘이 걸어가며 나눈 말
아카시아 향기는 바로 그대 향기라 말했죠
아카시아 꽃잎 따다 입에 물고 둘이는 영원토록 변치 말자 새끼손을 걸었지
아카시아 피던 그 길 지금 나만 외로워
아카시아 필 때까지 어서 돌아 오세요
어서돌아 오세요
어서돌아 오세요",이은하,1973.01.01,7,발라드
소외,"수 많은 연인 들이 모여 앉은
조그마한 카페 에서
초라한 내 모습을 느꼈을 때
난 정말 우울했어요
다정한 사람들의 눈길 속에
오가는 이야기들은
외로히 앉아있는 내 마음을
자꾸만 슬프게 했죠
사랑을 모르는 게 아닌데
나는 왜 어울릴 수 없나
자꾸만 느껴지는 소외감 속에
더 이상 머무를 수 없었네
거리엔 찬 바람만 스쳐가고
가로등 불빛은 환한데
힘없이 걷고있는 내 모습엔
서글픈 미소 뿐이야

수 많은 연인 들이 모여 앉은
조그마한 카페 에서
초라한 내 모습을 느꼈을 때
난 정말 우울했어요
다정한 사람들의 눈길 속에
오가는 이야기들은
외로히 앉아있는 내 마음을
자꾸만 슬프게 했죠
사랑을 모르는 게 아닌데
나는 왜 어울릴 수 없나
자꾸만 느껴지는 소외감 속에
더 이상 머무를 수 없었네
거리엔 찬 바람만 스쳐가고
가로등 불빛은 환한데
힘없이 걷고있는 내 모습엔
서글픈 미소 뿐이야",장덕,1986.06.26,26,발라드
비가 내려요,"비가 내려요 지금 창밖엔
비가 내려요 지금 내맘엔
당신은 가고 혼자가 되어버린
나의 볼에도 비가 내려요
가셨나요 당신은 가셨나요
저를 두고서 기어이 가셨나요
아무도 없는 어두운 밤거리에
나를 남기고 가실수 있는건가요
미워할까요 떠난 당신을
소리도 없이 가신 당신을

가셨나요 당신은 가셨나요
저를 두고서 기어이 가셨나요
아무도 없는 어두운 밤거리에
나를 남기고 가실수 있는건가요
미워할까요 떠난 당신을
소리도 없이 가신 당신을
비가 내려요 지금 창밖엔
비가 내려요 지금 내맘엔
비가 내려요 지금 창밖엔
비가 내려요 지금 내맘엔
비가 내려요 지금 창밖엔
비가 내려요 지금 내맘엔",장덕,1986.06.26,67,발라드
잠못 드는 밤,"별 빛속에 반짝이는 내 님모습 아름다워
어디선가 들릴 듯한 다정스런 그 목소리
잠이 드네 스며드는 바람소리 쓸쓸한데
보고싶은 님의 얼굴 잠이 드는 이 밤
아 내가 왜 이럴까
자꾸 그리워 자꾸 보고싶어
아 너무 좋아하나 봐
내가 너무 사랑하나 봐
그 님은 알고있을 까
울고 싶도록 사랑하는 마음을
매일 만나도 헤어지면 또 다시 보고픈
이 마음을 그 님은 모르실 거야

아 내가 왜 이럴까
자꾸 그리워 자꾸 보고싶어
아 너무 좋아하나 봐
내가 너무 사랑하나 봐
그 님은 알고있을 까
울고 싶도록 사랑하는 마음을
매일 만나도 헤어지면 또 다시 보고픈
이 마음을 그 님은 모르실 거야
그 님은 알고있을 까
울고 싶도록 사랑하는 마음을
매일 만나도 헤어지면 또 다시 보고픈
이 마음을 그 님은 모르실 거야",장덕,1986.06.26,19,발라드
사랑하고 있어요,"사랑하고 있어요
당신 눈물까지도
그런 모습 싫어요
사랑하고 있어요
외롭지도 않아요
당신 미소만 보면
이렇게 있어요
가만히 내곁에 있어요
생각하면 할수록
가깝고도 먼 얼굴
너의 사랑 영원히 간직하리라
미워할 수 없어요
당신 미소만 보면
그런 모습 싫어요
가만히 내곁에 있어요

슬프지도 않아요
홀로 긴 밤 지새도
아픈 가슴 달래며
그대의 모습을 그려요
생각하면 할수록
가깝고도 먼 얼굴
너의 사랑 영원히 간직하리라
떠나버린 그대를
미워하진 않아요
초라해진 내 모습
그대 이제는 잊었죠
그대 이제는 잊었죠
사랑해요",바다새,1998.09.10,45,발라드
잃어버린 우산,"안개비가 하얗게 내리던밤
그대 사는 작은 섬으로
나를 이끌던 날부터
그댄 내겐 단 하나 우산이 되었지만
지금 빗속으로 걸어가는
나는 우산이 없어요
이젠 지나버린 이야기들이
내겐 꿈결 같지만
하얀 종이위에 그릴수 있는
작은 사랑이어라
라랄 라라라랄 랄랄라랄라
랄랄 라랄라라라
잊혀져간 그 날의 기억들은
지금 빗속으로 걸어가는
내겐 우산이 되리라

이젠 지나버린 이야기들이
내겐 꿈결 같지만
하얀 종이위에 그릴수 있는
작은 사랑이어라
잊혀져간 그날의 기억들은
지금 빗속으로 걸어가는
내겐 우산이 되리라",바다새,1998.09.10,7,발라드
파초,"불꽃처럼 살아야해
오늘도 어제처럼
저 들판의 풀잎처럼 우린
쓰러지지 말아야해
모르는 사람들을 아끼고 사랑하며
행여나 돌아서서 우리
미워하지 말아야해
하늘이 내 이름을 부르는 그날까지
순하고 아름답게 오늘을 살아야해
정열과 욕망 속에 지쳐버린 나그네야
하늘을 마시는 파초의 꿈을 아오
가슴으로 노래하는 파초의 뜻을 아오

모르는 사람들을 아끼고 사랑하며
행여나 돌아서서 우리
미워하지 말아야해
하늘이 내 이름을 부르는 그날까지
순하고 아름답게 오늘을 살아야해
정열과 욕망 속에 지쳐버린 나그네야
하늘을 마시는 파초의 꿈을 아오
가슴으로 노래하는 파초의 뜻을 아오
가슴으로 노래하는 파초의 꿈을 아오",바다새,1998.09.10,6,발라드
바다의 여인,"바닷가에서 우연히 만난 사람
바닷가에서 추억을 맺은 사람
손 잡고 해변을 단둘이 거닐며
파도소리 들으며 사랑을 약속했던
그러나 부서진 파도처럼
쓸쓸한 추억만 남기고 가버린
바다의 여인아

손 잡고 해변을 단둘이 거닐며
파도소리 들으며 사랑을 약속했던
그러나 부서진 파도처럼
쓸쓸한 추억만 남기고 가버린
바다의 여인아
그러나 부서진 파도처럼
쓸쓸한 추억만 남기고 가버린
바다의 여인아",바다새,1998.09.10,4,발라드
솔개,"우리는 말안하고 살수가 없나
날으는 솔개처럼
권태속에 내벹어진
소음으로 주위는 가득차고
푸른하늘 높이 구름속에 살아와
수많은 질문과 대답 속에
지쳐버린 나의 부리여
스치고 지나가던 사람들
어느덧 네게 다가와
종잡을 수 없는 얘기
속에 나도 우리가 됐소
바로 그때 나를 비웃고
날아가 버린 나의 솔개여
수많은 관계와 관계속에
잃어 버린 나의 얼굴아
애드벨른 같은 미래를 위해
오늘도 의미없는 하루
준비하고 계획하는 사람 속에서
나도 움직이려나
머리 들어 하늘을 보며
아련한 솔개의 노래
수많은 농담과 진실
속에 멀어져간 나의 솔개여
수많은 농담과 진실
속에 멀어져간 나의 솔개여
멀어져간 나의 솔개여",바다새,2006.03,9,발라드
우리,"외로움도 견뎌나가겠소
바보란 소리 들어도 좋소
나를 비웃는 그 비웃음들을
그 사랑으로 받아주겠소
이 모든 것이 힘들다는 것을
당신은 나에게 알려줬소
당신의 사랑은 너무나 많고 크오
그래서 난 살아가겠소
우리 모두 손을 내밀어서
넘어진 형제 일으켜주세
사람이 살면 한번 사는 것
걸음 멈추고 생각해보세
시냇물이 강으로 흘러서
저 바다와 하나가 되듯이
우리는 하나요 당신과 나도 하나
우리는 하나가 돼야하오
우리 모두 손에 손을 잡고
저 험한 벌판을 걸어 가보세
가다보면 폭풍도 지나고
캄캄한 밤도 지나갈거요
높은 산을 오를 때도 있소
푸른 초원도 지나갈거요
서로가 위하고 우리가 사랑하면
이 모든 것을 이겨 나갈거요
지금까지 내가 한 말들은
배워서 한 말들이 아니오
옳고 그르고 좋고 나쁜 것은
말 안 해도 당신은 알잖소
오죽하면 나 같은 바보가
여러분께 호소를 하오
지금도 모든 것 늦지는 않았으니
우리는 하나가 돼야하오
옆에 있는 형제 손을 잡고
우리 모두 노래합시다
서로 보며 인사 나누고
우리 모두 일어납시다
우리 모두 발을 구릅시다
이렇게 모든 것이 맞을 때
우리는 하나요 당신과 나도 하나
우리는 하나가 돼야하오
우리는 하나요 당신과 나도 하나
우리는 하나가 돼야하오
당신과 나도 하나
우리는 하나가 돼야하오
당신과 나도 하나
우리는 하나가 돼야하오",김희석,2006.01.16,11,발라드
불타는 젊음,"묏뿌리를 밟고
하늘 자락을 잡아라
파도를 으깨며
태양 앞에 맞서보자
햇빛 바랜 도시의
그 골목길을 벗어나
갯버들 푸르른
잠 깨어난 강물 위로
돛단배 띄우고
사랑에 취해보자
우리들은 젊었다
너무나 젊었다
대지의 열기 속에
불타는 꿈을 심자
묏뿌리를 밟고
하늘 자락을 잡아라
파도를 으깨며
태양 앞에 맞서보자
돛단배 띄우고
사랑에 취해보자
우리들은 젊었다
너무나 젊었다
대지의 열기 속에
불타는 꿈을 심자
묏뿌리를 밟고
하늘 자락을 잡아라
파도를 으깨며
태양 앞에 맞서보자",노고지리,1983.06.01,5,발라드
이 세상 슬픔 가운데,"사랑은 어떻게 하고
이별은 어떻게 하나
차라리 피었다 지는
꽃이 되어서
자연으로 살아가리
눈물은 가슴에 담고
얼굴엔 웃음을 띄고
그렇게 살다가 보면
진정 웃으며
웃을 수가 있겠지
내가 기억할 수 있는건
사랑 잃은 괴로움
이 세상에 슬픔 가운데
제일 큰 것은
사랑이 주는 괴로움이야
이렇게 생각을 하는건
아직 덜 자란 탓인가
내가 기억할 수 있는건
사랑 잃은 괴로움
이 세상에 슬픔 가운데
제일 큰 것은
사랑이 주는 괴로움이야
이렇게 생각을 하는건
아직 덜 자란 탓인가",김완선,1989.06.10,40,발라드
일보접근 (一步接近),"돌아보면 희미해진 발자욱아래는
아쉬움만 가득차있고
항상 나의 가슴을 감싸는 슬픔은
언제나 혼자라는 느낌이었지
스쳐지난 수많은 사람들 중에서
문득 다가온 너의 모습
흥겹게 흘러가던 나의 하루의
새로운 의미를 가져다 주었지
다가오는 세찬 바람속에
많은 눈물 흘릴 수도 있지만
그대여 내곁에 머물러준다면
어떤 아픔도 난 지울 수 있어
한걸음 가까이와요 마음을 열고
우리 서있는 자리 그 모든 것을
난 사랑하는데
언제나 소중한 기쁨을
난 영원히 지키고 싶어

다가오는 세찬 바람속에
많은 눈물 흘릴 수도 있지만
그대여 내곁에 머물러준다면
어떤 아픔도 난 지울 수 있어
한걸음 가까이와요 마음을 열고
우리 서있는 자리 그 모든 것을
난 사랑하는데
언제나 소중한 기쁨을
이세상 끝까지 난 영원히 지키고 싶어",김광진,1992.01.01,51,발라드
너를 위로할 수가 없어 (유재하를 위하여),"우리 만나지 못했지만
너의 음악을 들을 때
마치 투명한 수채화를
보는 것만 같아서
어쩌면 이 세상은
너의 음악을 이해하기엔
너무나 어리거나 무딘지도 몰라
이렇게 티없는 하늘엔
너의 노래가 한없이 어울리는데
너의 아름다운 마음은
내가 느끼는 그런 모습이야
내가 외로움에 쌓여있을 때
너의 노래는 나를 위로했지
이젠 나의 노래를 부를 때가 되어도
나는 너를 위로 할 수가 없어

이렇게 티없는 하늘엔
너의 노래가 한없이 어울리는데
너의 아름다운 마음은
내가 느끼는 그런 모습이야
내가 외로움에 쌓여있을 때
너의 노래는 나를 위로했지
이젠 나의 노래를 부를 때가 되어도
나는 너를 위로 할 수가 없어
나는 너를 위로 할 수가 없어",김광진,1992.01.01,106,발라드
파란 시간,"까만 밤 나의 꿈에 다가와
잔인한 얼굴로 이별을 말하고
소스란히 나를 흔들어 깨워
if you one two 자꾸 날 몰아 내는데

가슴에 베인 상처들마다 손대면
파랗게 멍들어 가는데
가슴을 적시는 빗물조차 파래져만 가는데

금새 사라질 꿈일 뿐이죠
what know about it know you
날이 밝기만 기다리지마
(don't go away)

doesn't matter what you do
(please don't say goodbye baby)
doesn't matter what day say yeah
기억이란 사랑보다 독한 모습인거죠
사랑할 수 없는 내게도

지워져 가는 추억들로
난 상처를 덮으며 두눈을 가려도
다시는 가질 수 없는 내가 차가워져 가는데

금새 사라질 꿈일 뿐이죠
get about it get about you
날이 밝기만 기다리지마
(don't go away)

doen't matter what you do
(please don't say goodbye baby)
doen't matter what day say yeah
기억이란 사랑보다 독한 모습인거죠
사랑할 수 없는 내게도

그댈 지켜내려 다시 눈을 감고
그대를 두눈속에 가뒀지만
그대 눈물속에 흘러
돌아오란 말도 너무 그리웠단 말도
입가에 먼지처럼 사라질 이밤을 난

그대 없는 내 모습 꿈도 꾸지 못하게
이별이란 후회보다 한발짝 먼저 걷죠
이미 늦어버린 후회야

doesn't matter what you do
(please don't say goodbye baby)
doesn't matter what day say -",심은진,2005.12.20,63,발라드
혼자 사랑하는 일,"눈물 젖은 옷을 갈아입고
헝클어진 머릴 다시 빗고
번진 화장을 고치고 다시 거릴 헤매고
나도 할 수 없는 여잔가봐
누구라도 상관 없었나봐
난 그저 잡고 싶은데 널 닮은 사람
익숙해 이젠 익숙해졌어
혼자 널 사랑하는 일 baby
울다가 다시 웃다가 그래
금새 하루가 가는 걸

저기 지나가는 사람속에
다른 사람을 난 찾고 있어
먼지 처럼 더욱 커져 나의 기억을 지워
정신나간 사람처럼 걷고
거리 한복판에 주저 앉아
난 너를 찾아 헤매고
tell me why do i find someone like you

익숙해 이젠 익숙해졌어
혼자 널 사랑하는 일 baby
울다가 다시 웃다가 그래
금새 하루가 가는 걸

익숙해 이젠 익숙해졌어
혼자 널 사랑하는 일 baby
울다가 다시 웃다가 그래
금새 하루가 가는 걸",심은진,2005.12.20,19,발라드
가슴에 못이 박히게,"가슴에 못이 박히게
하나만 생각하고 또 생각해요
다시는 울어선 안돼
다신 그 사람 앞에서
말을 해서도 안된다고 난

그래 조금이라도 그를 지치게 하면
괜찮아 또 몇일씩 혼자 버려둘테니
아무것도 난 내색하지 말자고

온종일 숨이 막히게
마음을 단속하고 또 단속해도
하지만 그 사람에게
이런 내 모습마저도
떠나갈 이유가 됐나봐요

그 사람 마음은 한자리에 있지 못하고
남의 속도 없이 난 아무것도 모른척
일부러 큰소리 내 웃고 있지만

가슴에 못이 박히게
하나만 생각하고 또 생각해요
다시는 울어선 안돼
다신 그 사람 앞에서
말을 해서도 안된다고 난

헤진 가슴을 쓸어 내리며
웃고 있는 내가 미워서
자꾸 그대가 미워만 져
그래요 사랑이란게 어차피
사람이 다 하는 일인걸

기나긴 기다림 끝에
허기진 맘을 채워줄
미움만 남을 지도 모르죠
오늘까지만 내가 날
다독이며 웃어 볼께요

나 없는 그 사람 보다
그 사람없는 내가 더
견디기 힘들어 질 테니까 -",심은진,2005.12.20,30,발라드
지난 날,"흘러가는 시간속에
뒤돌아 바라보면
우리들의 만남이
아련히 떠올라
말은 하지 않아도
지나버린 날들이
너와 나의 가슴에
깊이 남아있겠지
흔적없는 이 길에
눈물어린 미소로
나 혼자만 남긴채
떠나가 버렸지만
영원한 헤어짐에
서러워 울던 나
지난날의 모습이
별빛되어 비추면
우리들의 만남이
아련히 떠올라
흔적없는 이 길에
눈물어린 미소로
나 혼자만 남긴채
떠나가 버렸지만
영원한 헤어짐에
서러워 울던 나
지난날의 모습이
별빛되어 비추면
우리들의 만남이
아련히 떠올라",황영희,1985.07.25,11,발라드
색종이의 나라,"엄마가 사주신
색종이 묶음에서
내가 바라는 색 하나
꼭 집어내어
종이학 접을까
아니면 배를 접을까
고민고민 하다가
깜빡 잠이 들었네
무지개 색깔로
꽃동산 만들어서
내가 바라는 꽃 하나
화분에 심어놓고
안개낀 마을에
아니면 추운 마을에
아름다운 종이꽃
전해주고파
아 종이해는 없나
노오란 색종이로 접은
아 종이별은 없나
빨간 색종이로 접은
아 어디에 있을까
색종이의 나라
아 어여쁜 나라
아 어디에 있을까
색종이의 나라
아 고운나라
아 어디에 있을까
색종이의 나라
아 어여쁜 나라
색종이의 나라
아 어디에 있을까
색종이의 나라
아 고운나라
색종이의 나라
아 어디에 있을까
색종이의 나라
아 어여쁜 나라
색종이의 나라
아 어디에 있을까
색종이의 나라
아 고운나라",장수하늘소,1985.07.25,15,발라드
