제목,가사,가수,발매일,좋아요수,장르
봄이라서 좋아,"So fine so good
모든 게 잘될 것만 같아
아직 내 맘 힘들지만
So fine so good
어제완 다를 것만 같아
왠지 좋은 이 느낌
아픈 겨울 외롭던 날들
이젠 정말 모두다 안녕
그냥 좋아 다른 이유는 없어
그냥 봄이라서 좋아

So fine so good
So fine so good
모두가 환히 빛날 거야
오늘 보다 내일 더 좋을 거야
아픈 겨울 외롭던 날들
이젠 정말 모두다 안녕
그냥 좋아 다른 이유는 없어
그냥 봄이라서 좋아

So fine so good

아픈 겨울 외롭던 날들
이젠 정말 모두다 안녕
모두 잘될 거야 다른 이유는 없어
그냥 봄이라서 좋아
아픈 겨울 외롭던 날들
이젠 정말 모두다 안녕
모두 잘될 거야 다른 이유는 없어
그냥 봄이라서 좋아",김형중,2009.04.23,145,발라드
바보처럼,"사랑해서 너무나 사랑해서
그댈 몰라봤어요 모른척했어요
혹시 그대가 날 싫어할까봐
바보 같아서 너무 바보 같아서
혹시라도 날 볼까 돌아볼까
한참을 기다리다가
바보처럼 바보처럼
울다 웃다 기다리다
또 한참을 울다
또 이렇게 혼자 아프다
울보처럼 바보퉁이처럼 못난이처럼
울다 또 웃다 널 보내
너무 아파서 너무나 또 아파서
이제 그만 됐어요 애쓰지 말아요
내 마음이 모자라 그렇게 됐어요
너무 미워서 너무나 또 미워서
어떡해야 그대를 또 그대를
모조리 지울 수 있나
바보처럼 바보처럼
울다 웃다 기다리다
또 한참을 울다
또 이렇게 혼자 아프다
울보처럼 바보퉁이처럼 못난이처럼
울다 또 웃다 널 보내
어차피 안될 거라면 떠나가요
떠나가요 그대라면 괜찮으니까
가슴이 아려와도 괜찮으니까
바보처럼 바보처럼
혹시라도 그대 울까
나 때문에 울까
나 버리고 미안해 울까
말 못하고 아무 말 못하고 못난이처럼
울다 또 웃다 널 보내
바보처럼 바보처럼
울다 웃다 기다리다
또 한참을 울다
또 이렇게 혼자 아프다
울보처럼 바보퉁이처럼 못난이처럼
울다 보내",오종혁,2009.04.28,137,발라드
모두 지웠어,"이젠 내게 미련따윈 없어
모든걸 가져가
네가 준 그 많은 상처들
이제 상관없어
더이상 사랑하지 않아
버렸어 너에 대한 기억을
영원한 사랑은 없어
더이상 널 원하지 않아
모두 끝났어
돌이킬 수 없어
내 맘엔 없어 Alright
널 지웠어 Oh Yeah
모른척 해줘 Uh
이젠 내게 미련따윈 없어
모든걸 가져가
네가 준 그 많은 상처들
이제 상관없어
더이상 사랑하지 않아
버렸어 너에 대한 기억을
영원한 사랑은 없어
더이상 널 원하지 않아
모두 끝났어
돌이킬 수 없어
내 맘엔 없어 Alright
널 지웠어 Oh Yeah
모른척 해줘 Uh
모두 끝났어
돌이킬 수 없어
내 맘엔 없어 Alright
널 지웠어 Oh Yeah
모른척 해줘 Uh
Alright
Oh No

모른척 해줘",혜지,2009.04.30,50,발라드
My Girl,"나를 부르는
너의 부드런 목소리
나를 깨우는
너의 달콤한 입맞춤
난 알고 있을까
두근 거리는 내 맘을
그 언제까지나
우리 둘만 함께 할 수 있다면
널 사랑해 싱그런 햇살 같은 널
You're my sunshine
널 사랑해 내 품에 가득 안긴 널
You're my everything
My girl 처음 만난 그때 처럼
그렇게 널 사랑해

우리 처음 만난 날
나는 느낄 수 있었지
내게 찾아 온
아름답고 소중한 나의 사랑
널 사랑해 싱그런 햇살 같은 널
You're my sunshine
널 사랑해 내 품에 가득 안긴 널
You're my everything
My girl 처음 만난 그 때 처럼
널 사랑해 싱그런 햇살 같은 널
You're my sunshine
널 사랑해 내 품에 가득 안긴 널
You're my everything
My girl 처음 만난 그 때 처럼
그렇게 널 사랑해
너를 사랑해 You're my everything
You're my sunshine oh my girl
너를 사랑해 You're my everything
You're my sunshine oh my girl
너를 사랑해 You're my everything
You're my sunshine oh my girl
너를 사랑해 You're my everything
You're my sunshine oh my girl
너를 사랑해 You're my everything
You're my sunshine oh my girl
너를 사랑해 You're my everything
You're my sunshine oh my girl",이승철,2009.05.06,36,발라드
I Want You (Feat. 김동희),"이제 그만하자

I want your kiss
I want your love
I want you stay with me
I can't believe Don't tell me now
I want you Cause my life
I want your kiss
I want your love
I want you stay with me
I can't believe Don't tell me now
I want you Cause my life
너에게 말했잖아
사랑하지 않는다고
다시는 너의 손 잡아줄 수 없다고 난
그런 사실 이미 니가
알고 있는 줄로만 알았어
하지만 다시 넌
사랑을 원하고
또 원하고 그 사랑을 다시 붙잡아도
붙잡아도 더 이상 소용없는걸 알아줘
I want your kiss
I want your love
I want you stay with me
I can't believe Don't tell me now
I want you Cause my life
I want your kiss
I want your love
I want you stay with me
I can't believe Don't tell me now
I want you Cause my life
그래 돌려줄께
하지만 그 마음 알아둘께
가슴에 널 새겨둘께
그런 너의 마음 모른 척 하기가
이런저런 생각들로
또 하루를 보내고
아무렇지 않게 널 내게서 보내고
말이 없는 나에게 친구들은
하나둘씩 위롤 전해도
이런 날 안아줘 받아줘 용서해줘요
다시한번 그대의
품에서 나를 풀어요
Please don't stop now babe
쉽지 않아 babe
이젠 같이했던 신호음마져도
소중했던 우리의 마지막 추억도
끊어버려 모두 지워버리기로 해
I want your kiss
I want your love
I want you stay with me
I can't believe Don't tell me now
I want you Cause my life
I want your kiss
I want your love
I want you stay with me
I can't believe Don't tell me now
I want you Cause my life
사랑한다는 말 모두 거짓이었죠
정말 사랑했다고 정말 좋아했다고
모든게 거짓이었죠
I want your kiss
I want your love
I want you stay with me
I can't believe Don't tell me now
I want you Cause my life
I want your kiss
I want your love
I want you stay with me
I can't believe Don't tell me now
I want you Cause my life
I want your kiss
I want your kiss
I want your love
I want your love",일 락,2009.05.07,74,발라드
사랑하지 않아요,"나 바보같아서
나 이렇게 말해요
지금 그 사람에게
사랑한다해요
잘된 것 같아요 그대 옆에
그 사람이 정말
잘 웃는듯 하죠
돌아오란 그 말은 말아요
나 뒤돌아섰는데
자꾸 눈물나잖아요
사랑해서
이렇게 그댈 사랑해서
그 사람에게 보낼 수 있잖아요
사랑하는데 아프지 않아요
이별이 왔는데
왜 자꾸 웃음이 나요
아프지만 나 이렇게 그댈 잊어 갈께요
이별이라고 그대도 날 잊고 살아요

미안하단 그 말도 말아요
나 뒤돌아 가지만
그대 마음을 알아요
고마워요 그대도 나를 사랑해서
내가 그댈 보낼수 있잖아요
사랑하는데 아프지 않아요
이별이 왔는데
왜 자꾸 웃음이 나요
어떻하죠
나 이렇게 그댈 잊는다 해도
그대 마지막 인사가
내겐 너무 아픈데
돌아오란 말은 하지 않아요
많이 아프지만 아프다는 말도 안해요
어떻해요 지금 우리 이렇게 아파해야
다시 이렇게 우리 사랑하지 않아요
많이 아파야 우리 사랑하지 않아요",전진,2009.05.07,568,발라드
두통,"머리가 아파서
잠을 자버렸어
눈을 떠도 니가 떠올라서
아스피린 하나로
먹고 잠이 들었어
꿈속에도 숨 쉴수가 없었어
너는 미소지며
네게 사랑한다
속삭이고 어느새 다가와
목을 조르고
나는 잠에서 깨어나고
땀인지 눈물인지도 몰라
너땜에 내가 지쳐
너땜에 내가 미쳐
가면서도 너를 그리워해
나한테 니가 뭔데
숨죽여 말도 못해 멍하니
하늘만 바라보다
머리가 너무 아파서
약을 먹지 않으면
잠에 들지 못하는 바보

나는 사랑 주고
네게 병을 준다
다시 잠에 들지 못할 만큼 우
어느새 내 귓가에
노래를 불러주면
꿈인지 현실인지도 몰라
너땜에 내가 미쳐
너땜에 내가 죽어가면서도
너를 잊으려해
너한테 나는 뭔데
한마디 말도 못해
멍하니 곁에만 맴돌다가
머리가 너무 아파서
약을 먹지 않으면
잠에 들지 못하는 바보바보
내가 그런 바보라고 생각하지만
너없는 세상에서 난 살기 싫지만
이젠 편히 잠들래
내곁에서 제발 좀 사라져줘

너땜에 내가 지쳐
너땜에 내가 미쳐가면서도
너를 그리워해
나한테 니가 뭔데
숨죽여 말도 못해
멍하니 하늘만 바라보다
머리가 너무 아파서
너를 찾지 않으면
잠에 들지못하는 바보",플레이밍 스타,2009.05.08,76,발라드
Happy Tears,"난 두려웠었죠
내가 또 그대를
아프게 할까봐
겁이 났던 거죠
상처뿐인 내 가슴이
또 그대를 다치게 할까봐
야윈 그대 모습 내 맘이 아파요
힘들었었다고 나에게 말해요
이젠 내가 그대의 상처를
이 가슴에 안을게요
내 사랑이 모자라서
사랑이 또 겁이 나서
달아나려고 했죠
사랑이 커져갈수록
바보 같은 마음이라
다가 갈 수가 없었죠
그대 에게 난 항상 받기만 했죠
그 사랑 이제 모두
그대에게 다 줄게요

내 사랑이 모자라서
사랑이 또 겁이 나서
달아나려고 했죠
사랑이 커져갈수록
바보 같은 마음이라
다가 갈 수가 없었죠
그대 에게 난 항상 받기만 했죠
그 사랑 이제 모두
그대 에게 다 줄거예요
항상 곁에 있을게요
그대가 나를 위해
늘 그러했던 것처럼
바보 같은 마음이라
눈물을 또 보이지만
아픔이 녹아 내린 눈물 이죠
너무 행복한 걸요
참 행복한 눈물이죠",김욱,2009.05.14,39,"발라드, 국내드라마"
아픈 말,"그리워 휘청여
내겐 남은 게 없어
제멋데로 흘려진 눈물이 너를 부르다
애타도 그건
나의 일일 뿐 그건
사랑하지 않는데 알아 알아
내가 아는 가장 아픈 말
사랑하고 있는데 듣질 않아
무던히도 밀쳐만 낼 뿐

놓아줄 수 없는 건
이미 내가 아니야
내 기억의 일
사랑하지 않는데
사랑하고 있는데
사랑하지 않는데
사랑하고 있는데",김동희,2009.05.21,28,발라드
그대앞에선,"하루도 안되나봐요

아니, 1분도 내겐 안되나 봐요

우정이 아닌 사랑으로 내 맘

그대에겐 안되나봐요





오늘도 기도합니다

곁에 그사람 그댈 떠나기만을

매일매일을 헛되기만한 꿈들을

나 혼자서만 간절히 기도합니다





그대앞에선 벙어리랍니다

사랑한단 말 못하는 바보죠

수백번씩 용길 내서 난 다가가봐도

그대앞에선 난 안되죠









오늘도 후회합니다

어느새 내 맘을 다 주고난 뒤에

하루하루를 가슴만 태우고 사는

내모습을 보며 수없이 후회합니다





그대앞에선 벙어리랍니다

사랑한단 말 못하는 바보죠

수백번씩 용길 내서 난 다가가봐도

그대앞에선 난 안되죠





맨발로 그댈 찾아 헤매다

내 두눈에 흐르는 눈물에 나 꿈을 깨 봅니다





그대앞에선 난 울보랍니다

그대 이름만 부르는 바보죠

이미 그댄 다른 사랑을 하고 있는데

그런 그대 뒷모습만 보며

한심스러운 바보죠",김종욱,2009.05.21,25,발라드
"지금 사랑하지 않는 자, 모두 유죄","흐르는 시간속에
시들어갈 꽃들처럼
찬란한 순간
잡지 못해
마른 입술
건조한 눈에
남기지 않을
기억만
그리 아름다웠던
터질듯한 그 날들도
지나는 계절
돌아보듯
향기도 없이
웃을 수 있게
가벼운 손길
내밀며
I'm guilty of love
지나쳐갈 흘러가버릴
네 마음이라
영원이 아닌 바래갈 시간 이라고
끝끝내 지켜온 이 초라한 외로움
마저 내주지 못한
마음만 남아
담담한 듯
괜찮다고
텅빈 얼굴로
말을 삼키네
하나 비우지 않은
내 가득찬 이마음에
작은 그리움
품지못해
차마 누구도
되돌아 날
그리려 하지 않았네
I'm guilty of love
주지못해 받지 못했던 네 마음이라
나를 버리고 널 얻을수만 있었다면
나를 지켜내며 흘려보낸 시간은
혹시 그대에게도 외로웠을까
믿지 못한
내 사랑은
어쩌면 널
버렸을까
어쩌면 날
잊었을까",이바디,2009.05.28,266,발라드
너만 아는 바보,"너의 웃는 모습이 난 더 슬퍼
요즘 너 힘들잖아
아무런 내색없이 괜찮다고
말해도 난 다알아
너의 눈빛만 봐도
변함없다 우겨도
왠지 난 멀게만 느껴져
그 누구보다 더 널 잘아는 난데
니곁에 있는데 모르지는 않을텐데
걱정되 속상해 물으면
다른 얘기만 내게하니
왜 말이 없냐고 듣고는 있냐고
내 생각은 어떻냐고
그렇게 물을때면
자꾸 눈물이 나 말할수 없었어
이젠 뜸 해져버린 너의 문자
왠지 나 서운해져
하루종일 바빳다는 너의 말
거짓말 인거 알아
혼자란게 두려워 여전히 넌 차가워
내내불안해 바보같아
그 누구보다 더 널 잘아는 난데
니곁에 있는데 모르지는 않을텐데
걱정되 속상해 물으면
다른 얘기만 내게하니
왜 말이 없냐고 듣고는 있냐고
내 생각은 어떻냐고
그렇게 물을때면
자꾸 눈물이나 말할수 없었어
미안해 헤어져 그만
언젠가 내게 말할까봐
괜한맘에 나도몰래 피하곤해
그 누구보다 더 널 사랑하는데
너 하나뿐인데
내맘 왜 넌 모르는데
내 가슴이 하는 말이 들리지 않니
솔직히 말해줘 널 잃기 싫은데
니맘 한구석에 다른 누군가
있는거니 자꾸 눈물이나
아니길 바래
그누구보다 더 걱정하는 난데
니곁에 있는데
모르지는 않을텐데
가슴이 자꾸 널 붙잡아도
모르는 너야",강지혜,2009.05.28,56,발라드
진눈깨비,"얼마나 오랜동안
이렇게 서 있었는지
나는 유리창에 머리 기대고
젖은 도시의 불빛 본다'
얼마나 오랜동안
이렇게 서 있었는지
나는 유리창에 머리 기대고
젖은 도시의 불빛 본다
너는 이 거리를 그토록
사랑했는데 너는 끝도 없이
그렇게 멀리 있는지 우-
너의 서글픈 편지처럼 거리엔
종일토록 진눈깨비
얼마나 오랫동안
이렇게 서 있었는지
나는 구름처럼 낮은 소리로
음- 이 노래를 불러 본다
너는 이 거리를 그토록
사랑했는데 너는 끝도 없이
그렇게 멀리 있는지 우-
너의 서글픈 편지처럼 거리엔
종일토록 진눈깨비
거리엔 종일토록 진눈깨비 거리엔
종일토록 진눈깨비
이렇게 서있었지..",김현철,1993.11.01,105,발라드
그대 창가로 눈부신 아침이,"긴밤 눈물로 지새고 잠든 그대의 등뒤로

밤새 내리던 그푸른 비도 걷혀가고

슬프던 날이 가고 아침이 밝아와요

그대 창가로 눈부신 아침이



내 소중한 사람 이제 눈을 떠요

흩어진 머리칼 내가 쓸어줄께

내 소중한 사람 이제 눈을 떠요

아침 햇살이 부서져와요



외로워 하지 말아요

늘 곁에 있을 께요

손 내밀면 닿을 수 있는 곳

난 그대 여린 가슴에 작은 불빛될게요

그대 어둠 밝힐 수 있도록



내 소중한 사람 이제 눈을 떠요

흩어진 머리칼 내가 쓸어줄께

내 소중한 사람 이제 눈을 떠요

아침 햇살이 부서져와요



외로워 하지 말아요

늘 곁에 있을께요.

손 내밀면 닿을 수 있는 곳

난 그대 여린 가슴에 작은 불빛 될게요

그대 어둠 밝힐 수 있도록



라~~~~~~~~~~~~~~~",박학기,1993.10.01,41,발라드
오늘은 웃음질거야,"우리앞에 놓여있는 이별이
그렇게 너는 슬프기만 한가봐
무엇을 생각하고 있는지
고개만 숙인채로 눈물 흘리네
아무도 우리의 슬픔을
헤아려 볼수는 없겠지만
먼훗날 오늘을 뒤돌아 본다면
견딜수 없었던 일 만은 아닐걸
이제까지 나눴던 시간은
그대로 남겨질꺼야
이별이란 잃는것이 아니듯
슬픔 또한 기쁨을 향해가는길
하지만 내 생각엔 가끔은 울것 같아
오늘은 웃음질꺼야

내가 너를 사랑한다는 것은
세상을 사랑하듯 전부였어
크게만 느껴졌던 세상이
이렇게 가까운걸 알수 있었어
또 하나 너에게 배웠던
커다란 비밀이 하나있지
소중한 사랑을 나눈 사람만이
또 다시 사랑을 할 수 있다는걸
이제까지 나눴던 시간은
그대로 남겨질꺼야
이별이란 잃는것이 아니듯
슬픔 또한 기쁨을 향해가는길
하지만 내 생각엔 가끔은 울것 같아
오늘은 웃음질꺼야 하지만 내 생각엔
가끔은 울것 같아 오늘은 웃음질꺼야",최진영,1990.06.15,32,발라드
난 너에게,"난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
별보다 예쁘고 꽃보다 더 고운
나의 친구야
이 세상 다주어도 바꿀수 없는
나의 친구야
네곁에 있으면 사랑은 내것
네곁에 있으면 세상도 내것
난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어

난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
별보다 예쁘고 꽃보다 더 고운
나의 친구야
이 세상 다주어도 바꿀수 없는
나의 친구야
네곁에 있으면 사랑은 내것
네곁에 있으면 세상도 내것
난 네가 기뻐하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어
난 네가 좋아하는 일이라면
뭐든지 할 수 있어",김민정,2009.06.02,85,"발라드, 국내드라마"
그래서 그랬던거야,"그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
떠나는 너를 잡고 싶어
그랬던거야
너 없는 세상이 두려워서
그랬던거야
지난 날들이
그 시간들이 생각이 나서
나도 모르게 눈물이 난거야
한참 동안을 움직일 수 없었어
예감했었던 이별이었지만
너를 힘들게 했던 내가 미워서
아무런 말도 못하고
떠나는 너를 잡고 싶어
그랬던거야
너 없는 세상이 두려워서
그랬던거야
지난 날들이
그 시간들이 생각이 나서
나도 모르게 눈물이 난거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
너에겐 너무 모자랐던
나였으니까
나에겐 너무나 충분했던
너였으니까
늘 불안하고
늘 미안했던 사랑이어서
너를 잡을 수가 없었던거야
좋은 기억만 간직하길 바래
네가 내게 놓고 간 것들 처럼
사랑한다고 말했던 단 한사람
이 세상에 너 뿐이야
너에겐 너무 모자랐던
나였던거야
나에겐 너무나 충분했던
너였으니까
늘 불안하고
늘 미안했던 사랑이어서
너를 잡을 수가 없었던거야
잡을 수가 없었던거야
너를 잡을 수가 없었던거야

그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그랬던거야
그래서 그래서 그랬던거야",풍경,2009.06.02,48,"발라드, 포크/블루스"
안개꽃을 든 여인 (Remastering),"어디선가 들려오는 그녀의 낮은 목소리

희미하게 다가오는 어두운 밤처럼

안개꽃을 들고 있나 처음본 그날 밤처럼

희미해진 기억인데 다시오는 님인가

마지막 내맘속에 남겨놀 꽃인가

안개꽃만 남기고 저 바람따라 멀리떠나가네

안개꽃만 남기고~



어디론가 돌아가는 쓸쓸한 뒷모습처럼

시들어버린 기억인가 행복했던 날들을

내맘속에 마지막 남겨놀 꽃인가

안개꽃만 남기고 저 바람따라 멀리떠나가네

안개꽃만 남기고~

안개꽃만 남기고~



흑산도 장준호",조덕배,2009.06.02,64,발라드
내 마음에 비친 내모습 (Remastering),"붙들수 없는 꿈에 조각들을 하나둘 사라져 가고
체바퀴돌듯 끝이 없는 방황에 오늘도 메달려가네
거짓인줄 알면서도 겉으로 감추며~~
한숨섞인 한마디에 나만에 진실 담겨있는듯
이제와 뒤늦게 무엇을 더보테려하나 귀 기우려 듣지않고
달리보면 그만인것을 못그린 내빈곳 무엇으로 채워지려나
차라리 내마음은에 비친 내모습 그려가리
엊갈림속에 긴 잠에서 깨면 주위엔 아무도 없고
묻진않아도 나는 알고있는곳 그곳에 가려고 하네
근심쌓인 순간들을 힘겹게 보내며
지워버린 그기억들을 생각해곤 또 잊어버리곤
▶후렴(두번반복):이제와 뒤늦게 무엇을 더보테려하나
귓기우려 듣지않고 달리보면 그만인것을
못그린 내빈곳 무엇으로 채워지려나
차라리 내마은에 비친 내모습 그려가리",조덕배,2009.06.02,49,발라드
하늘에서 나무까지 (Feat. 전제덕) (Remastering),"우연히 바라본 하늘이
그렇게도 낮선줄 몰랐어
지금까지 어딜보고 살아왔는지
한참동안 내게 물었지
거리를 헤메이다 갑자기
나와눈이 마주친 가로수가
혼자남은 나를 보고 있는것 같아
발걸음이 멈춰버렸어
이미 돌아갈수 없는길을지나
보이지 않는 내일을 찾아
헤메이다 부딛쳐온 찬 바람에
흐르는 눈물 맡겨보내고
오후내내 비가 내렸어
빗소리를 맞으며 생각했지
하늘에서 나무까지 바라본 세상은
좀더 살아볼만 하다고
이미돌아갈수 없는 길을 지나
보이지 않는 내일을 찾아
헤메이다 부딛쳐온 찬바람에
흐르는 눈물 맡겨 보내고
오후내내 비가 내렸어
빗소리를 맞으며 생각했지
하늘에서 나무까지 바라본 세상은
좀더 살아볼만 하다고
하늘에서 나무까지 바라본 세상은
좀더 살아볼만 하다고",조덕배,2009.06.02,27,발라드
아름다운 말,"조금은 어려운말
쉽게 하기 힘든 말
흔하지만 좋은 말
사랑해요란 말 하면
그대 웃음짓는 말
나 너무나 행복해지는 말
바람처럼 스쳐간
아이처럼 깨끗한
아름다운 말들이
말하기가 힘든가요
내게 입을 열어요
사랑해요 난 행복해지네요
아름다운 그 말
사랑한단 말
행복하단 말
함께하잔 말
아름다운 그 말
소중하단 말
고맙다는 말
감사하단 말
그 말이 난 좋아요

입안에 감춘 그 말
챙피해서 힘든 말
가슴에서 하는 말
고마워요란 말 하면
그대 미소 짓는 말
사랑해요 난 행복해지네요
아름다운 그 말
사랑한단 말
행복하단 말
함께하잔 말
아름다운 그 말
소중하단 말
고맙다는 말
감사하단 말
그 말이 난 좋아요
그댄 아나요
이 모든 말들의
단 하나의 말이죠
사랑해요

아름다운 그 말
사랑한단 말
행복하단 말
함께하잔 말
아름다운 그 말
결혼하잔 말
고맙다는 말
감사하단 말
그 말이 난 좋아요
그 말이
그 말이 난 좋아요",베이지,2009.06.03,153,발라드
Wuss Up (규종 Solo),"인터넷 보단 실물이 더 나아
네가 들은 소문보다 더 나아
준비는 됐어 이제는
Let's Play Play Play Play
사진들 속의 너무 뻔한
남자들만 봤겠지만
장담할께 나는 달라
끌려 끌려 끌려 끌려
한 걸음씩 걸어 갈 때면
시선들이 내게로 모여 모여
오랜 시간을 기다렸어
지금 날 바라봐
이제 내가 Wuss up
Wha Wha What Wuss up What up
기다렸던 시간들은 이제 끝났어
Ey Lady Wuss up
Wha Wha What Wuss up What up
Wuss up Wuss up
Wuss up Wuss up Wuss up
물어봐 네 친구의 친구
어디서든 들어봤어
like it or not
i'm so so so so hard as rock
잡음들은 모두 꺼놔
내가 갈 이 길을 터 놔
이제 부터 난 옷깃을
세워 세워 세워 세워
어떤 음악이든 괜찮아
함께라면 가슴은 뛰어 뛰어
오랜 시간을 기다렸어
지금 난 널 위해
이제 내가 Wuss up
Wha Wha What Wuss up What up
기다렸던 시간들은 이제 끝났어
Ey Lady Wuss up
Wha Wha What Wuss up What up
Wuss up Wuss up
Wuss up Wuss up Wuss up
아직 모른다면 날 알아
단 1초라면 날 알 수 있어
날 기다려 온 것도 알아
네가 지금껏 원해 왔었던
여기 날 바라봐
이제 내가 Wuss up
Wha Wha What Wuss up What up
기다렸던 시간들은 이제 끝났어
Ey Lady Wuss up
Wha Wha What Wuss up What up
Wuss up Wuss up
Wuss up Wuss up Wuss up
이제 내가 Wuss up
Wha Wha What Wuss up
기다렸던 시간들은 이제 끝났어
Ey Lady Wuss up
Wha Wha What Wuss up
Wuss up Wuss up
Wuss up Wuss up Wuss up",SS501,2009.06.18,258,발라드
나 집으로 가는 길,"나 집으로 가는 길에
문득 너의 생각에 잠겨
낯익은 빗소리에 너를 불러봐
흐르는듯한 눈물만큼은
네게 보이지 않으려
아무렇지 않은듯한
모습을 하고 뒤돌아서서
나 아닌 다른 사람을
사랑하고 있다는걸
오래전부터 느껴왔단 말이야
모른척 할 수 없었어
Oh Oh Oh Oh Say good bye
Oh Oh Oh Oh Say good bye
미안한듯한 표정짓지마
Oh Oh Oh Say good bye
이렇게가기엔 뒤돌아가기엔
그래서 더욱 더
가슴이 가슴이 너무 아파와
나 집으로 가는 길에
문득 너의 생각에 잠겨
낯익은 빗소리에 너를 불러봐
나 집으로 가는 길에
문득 너의 생각에 잠겨
낯익은 빗소리에 너를 불러봐
미련따위는 내게 남아있지 않은것처럼
보다 차갑게 보이기로 했어
이별을 바란것처럼
나 아닌 다른 사람을
사랑하고 있다는걸
오래전부터 느껴왔단 말이야
모른척 할 수 없었어
Oh Oh Oh Oh Say good bye
Oh Oh Oh Oh Say good bye
미안한듯한 표정 짓지마
Oh Oh Oh Say good bye
이렇게가기엔 뒤돌아가기엔
그래서 더욱 더
가슴이 가슴이 너무 아파와
뒤돌아 가고 싶지만
뒤돌아 갈 수도 없고
너에게 가고 싶지만
너에게 갈 수도 없는
널 사랑한다고 이렇게 가지 말라고
Don't go way I need you
말 할 수 없는 얘기들
나 집으로 가는 길에
문득 너의 생각에 잠겨
낯익은 빗소리에 너를 불러봐
나 집으로 가는 길에
문득 너의 생각에 잠겨
낯익은 빗소리에 너를 불러봐
나 집으로 가는 길에",M (이민우),2009.06.23,702,발라드
한 아름다운 꽃에게,"lala, 너를 바라보는

나의 작은 마음마저 숨길 수 없기에

lala, 너의 두눈을

몇번을 더 스쳐도 마주할 수 없어



너만 보고 너만 알고 너만을 사랑하는

바보같지만 오직 너만 사랑하는 나



네게 웃음을 행복을 모두 다 주면

슬픔은 아픔은 다 사라져버리고

하루하루가 니 생각 하나로 차서

아무것도 보이지 않는 내맘아니?

바보야



lala, 너의 손을 잡고

거리를 걷고싶어 체온을 느끼며

lala, 너의 작은 어깨

꼭 감싸안고 싶어 내 맘전해질 수있게



사랑하고 사랑하고 너를 또 사랑하는

바보같지만 오직 너만 사랑하는 나



네게 웃음을 행복을 모두 다 주면

슬픔은 아픔은 다 사라져버리고

하루하루가 니 생각 하나로 차서

아무것도 보이지 않는 내맘아니?

바보야



오늘도 너에게 주고픈 장미 한 송이

이렇게 노랠 담아 너에게 줄게

너는 나에게 있어서 단 하나뿐인

나의 아름다운 꽃

언제나 영원히



널 사랑해 워

사랑을 가르쳐준

한 아름다운 꽃",소현수,2009.06.22,101,발라드
그래서 아프죠,"사랑하는데 그게 아닌가봐요
보고싶은데 그게 아닌가봐요
사랑하는데 너무나도
너무나도 가슴이 아파
죽을 것 같아서
난 울고있는데 그댄 아닌가봐요
난 웃고있는데 자꾸 눈물이 나요
잊고 사는데 너무나도
너무나도 가슴이 아파
울것만 같아서
나 그래서 아프죠
나 그래서 눈물이 나요
왜 이렇게 아프죠 우리
그대만 찾고 있는걸요
그래서 더 아프죠
나 그래서 눈물이 나요
해가 갈수록
더해만 가는 그리움이죠

난 알고 있는데 그댄 아닌가봐요
보내야 하는데 자꾸 눈물이 나요
잊어 가는데 너무나도
너무나도 못난 내 눈이
내 가슴이 그댈찾죠
나 그래서 아프죠
나 그래서 눈물이 나요
왜 이렇게 아프죠 우리
그대만 찾고 있는걸요
그래서 더 아프죠
나 그래서 눈물이 나요
해가 갈수록
더해만 가는 그리움이죠
나 한동안 다 잊고 살았는데
그게 다 부질 없었나봐
그댈 보내 버리면 살 수 없겠죠

왜 이렇게 아픈건가요 끝난건가요
내게 돌아 올 거죠
나 그대만 담고 살아요
아프지 마요
내 안에 있는 그대니까요
사랑해요 그대만 보는 바보니까요",다혜,2009.06.22,133,발라드
