제목,가사,가수,발매일,좋아요수,장르
사랑비 (원곡가수 김태우),"내 사랑이 입술에 닿으면 널
사랑해 내게 외치며
비가 내리는 그 길을 따라
걷다가 보면 바라던
우리가 서있어
사랑했었던 어떤 이가
떠나간 적 있겠죠
모든 게 내 탓이란 생각이 든
적 있겠죠
나 그래서 잡지 못했죠 오
그저 하늘 바라보며 외치죠
다시 한 번
나를 사랑해줘 내 맘 속 작은
바램이 비가 되어 내려오면
내 사랑이 머리에 내리면
추억이 되살아나고
가슴에 내리면 소중했던
사랑이 떠오르고
내 사랑이 입술에 닿으면
널 사랑해 내게 외치며 비가
내리는 그 길을 따라
걷다가 걷다가 걷다 보면 바라던
내가 널 기다려
돌아가 그때로 내 삶에 단 한번
기도했던 대로
이렇게 외치면 사랑비가 내려와
너의 사랑이 나의 눈에 내리면
내 앞에 네가 서 있고
내 귀에 내리면
네가 다시 사랑을 속삭이고
널 사랑해 내 품에 안으면
또 다시 행복해지면
해가 비추는 그 길을 따라
같이 또 걷다가 걷다 보면
바라던 우리가 서 있어
같이 또 걷다가 걷다 보면
바라던 우리가 서 있어
같이 또 걷다가 걷다 보면
바라던 우리가 서 있어",LEN,2013.01.04,120,발라드
사랑아 (원곡가수 The One ),"사랑해 널 사랑해
얼마나 아프고 아파해야
아물 수 있겠니
혼자서 불러보는 가슴 아픈
그 이름
홀로 남겨진 내 모습이 더욱
초라해져
사랑아 그리운 내 사랑아
내 사랑아 이렇게
아픈 내 사랑아
얼마나 아프고 아파해야 아물
수 있겠니
사랑아 미련한 내 사랑아 사랑아
버릴 수 없는 내 욕심에
못 다한 사랑이 서러워서
또 이렇게
또 이렇게
또 얼마나
사랑아 그리운 내 사랑아 사랑아
이렇게 아픈 내 사랑아
얼마나 아프고 아파해야
아물 수가
아물 수 있겠니
사랑아",Ray,2013.01.04,54,발라드
For You,"잠들기 전에
돌아서는 너를
떠올리네
잊혀질 수 없는 건
눈을 적시는 검은 그림자
Oh It’s You
If You Know
사랑은 꽃처럼
살며시 향기에 취해있다가
어느새 바람결에
시들어가네
언제라도 널 그리워하다
깊은 잠에 빠져도
꿈에서라도 널
볼까 기대하는 나
이런 내가 널 지우겠다고
이젠 널 잊겠다고
두번 다시 널 만나지 않길
For You
눈을 감은 채
속삭이는 너를
떠올리네
잊혀질 수 없는 건
나를 부르는 너의 목소리
Oh It’s You
If You Know
사랑은 별처럼 살며시
내 품에 들어왔다가
어느새 빛을 잃고
사라져가네
언제라도 널 그리워하다
깊은 잠에 빠져도
꿈에서라도 널 볼까
기대하는 나
이런 내가 널 지우겠다고
이젠 널 잊겠다고
두번 다시 널 만나지 않길
For You
언제라도 널 그리워하다
깊은 잠에 빠져도
꿈에서라도 널 볼까
기대하는 나
이런 내가 널 지우겠다고
이젠 널 잊겠다고
두번 다시 널 만나지 않길
For You",Love & Pop,2013.01.09,143,"발라드, 인디음악"
밥 한번 먹어요,"내 옆에서 안아주던 그대
내 앞에서 떠나버린 그대 그대
그 동안 가슴 아팠던
그 동안 계속 이별을 안고
혼자만 멈춰진 시간
모든걸 되돌리고 싶어
그 동안 잘 참았던 눈물이 쏟아지죠
밥 한번 먹어요
옛 추억 생각나서 그래요 그냥
시간이 흘러 우리도 참 많이 변했죠
밥 한번 먹어요
사실 조금은 보고 싶어요
정리가 안돼
계속되는 혼잣말만 하고 있네요
오늘도 여지없이 뜬 눈으로 밤을새
그저 멍하니 씁쓸한 아침을 맞이해
불면증은 오래 전부터 달고 살고
밥맛이 없어
툭하면 물에 말아 먹어
친구들은 나보고
왜 자꾸 이러고 사냐고 다그치고
난 한쪽 귀로 흘리려 위로하고
반복되는 일상에
모든게 힘들고 지치고 짜증나서
밤새 술도 마셔보고
몇번을 망설였는데
몇번을 집에 찾아 갔는데
그렇게 보고 싶었던
그대가 내 앞을 지나가
예쁜 미솔 띄우며
그렇게 지나가죠
밥 한번 먹어요
옛 추억 생각나서 그래요 그냥
시간이 흘러 우리도 참 많이 변했죠
밥 한번 먹어요
사실 조금은 보고 싶어요
정리가 안돼 계속되는
혼잣말만 하고 있네요
혼자서 커피를 마시며 울먹이고
혼자서 영화를 보면서 울먹이고
혼자서 밥을 먹으면서 울먹이고
혼자서 거리를 걸으며 울먹이고
이렇게 아픈데 사랑이 될 줄
그 누가 알았겠어
영원할 거 같던 사랑도
산산히 부서졌어
이젠 체념을 하며 바보처럼 살아
이제는 지쳤어 너무 힘들어
밥 한번 먹어요
사실 조금은 나 궁금해요
아무 부담없이
우리 그냥 밥 한번만 먹어요",파스칼 (PASCOL),2013.01.10,176,발라드
어장 관리,"푹푹 찌는 여름날
시원한 탄산수 같은
그녈 만났지
우
울창한 푸른 숲속
가지 사이로 보이는
햇살 같았어
처음 내게 다가왔던
너의 미소는
날 충분히
설레게 해
친구보단 조금 더
애인보단 조금 덜
아슬아슬
조심스럽게
조금만 더 조금만더
그래그래
한걸음씩
마치 여자친구처럼 넌
모두 잠든 늦은밤
뭐하냐는 너에 말에
조금 더 난 두근 거렸어
심심하단 그 말도
보고싶단 그말도
자꾸만 날 설레이게해
너도 나를 좋아할까
하는 질문이
확신으로 바뀌었지
설레이는 맘으로
두근거린 맘으로
너에게 고백을 했지
나의 말을 들은 그녀
한심한듯 바라보며
나에게 이야길하지
우린 그냥 친구 사이야
어장관리 너의 어장관리
난 너의 어항속의 물고기
친구사인 개뿔
어항속의
수많은 물고기중 한마리
어장관리 너의 어장관리
난 너의 어항속의 물고기
친구사인 개뿔
어항속의
수많은 물고기중 한마리
어떻게 내게 이럴수가
어떻게 내게 이럴수가
어떻게 내게 이럴수가 있는지
어떻게 내게 이럴수가
어떻게 내게 이럴수가
어떻게 내게 이럴수가 있는지
어장관리 너의 어장관리
난 너의 어항속의 물고기
친구사인 개뿔
어항속의
수많은 물고기중 한마리
어장관리 너의 어장관리
난 너의 어항속의 물고기
친구사인 개뿔
어항속의
수많은 물고기중 한마리",이재승,2013.01.10,17,발라드
Still,"창틈에 스며드는 햇살
마주보기엔 눈부셔
손그늘을 만들어 가려봐 흐린
내 마음 감추고 싶어서
너가 떠난 뒤로 솔직히 많이
편해졌어
아니 그런 척 나를 속이며
위로해 멍청하게
보이겠지만 니가 생각나
아직까지
내 마음속에서 널
밀어내보고
별짓을 다 해봤지만 역시
난 안되나봐
괜찮은 척 해봤지만 다
티나나봐
I feel empty girl since
you left me
내방에 남은 memory
너에게 길들여진 내 하루는
어떻게 혼자 보내야 할까
낯설기만 해
거울 속에 얼굴도 웃지 않아
나 아닌 것 같아
옷깃을 파고드는 바람 오늘은
숨어버렸어
사랑이 그랬었던 것처럼 영원히
머무르는 건 없나봐
그래 영원히 머무르는 건 없나봐
I'll be fine 이 슬픔도 시간 지나
가고 나면 없어지겠지 언제쯤일까
슬픔이 떠나가기만을
멍하니 기다려
술자리에선 언제나 분위길 망쳐
guess I'm stuck in the
pastcan't seem to move on
너무 힘이 들어 슬픔이라는
무거운 짐 언제쯤 익숙해질까
나 익숙해지긴 할까
너에게 길들여진 내 하루는
어떻게 혼자 보내야 할까
낯설기만 해
거울 속에 얼굴도 웃지 않아
나 아닌 것 같아
기나 긴 그리움 내가 너를 많이
사랑했나봐
늘 헤어져야만 뒤늦게 아나봐
I miss your smile come
back to my life
너없인 아무것도 할 수 없는 나
차라리 비라도 내린다면
위로가 될까
손때 묻은 추억도 빗물 따라
모두 떠내려 보내게
하늘은 여전히 맑아 어울리지
않는 내 마음만 초라해 보여
해는 저물어가고 별이 뜨네
내일도 비는 안 오려는 가봐",이은아,2013.01.16,155,발라드
사랑아,"사랑 참 아프지 지난 시간
깊게 베인 상처로만 남아서
아프게 해 잊혀지지도 않는
모진 괴로움
위로할게 나의 그 사랑을
가슴 아파 해줄게
내가 괜찮아질 때까지
욕 해보고 울다가 웃다 쓰러져
창가에 비친 나를 보고 위로하지
아픈 나날들야
난 아픈거야 나의 사랑은
아무렇지 않게 아무것도 아냐
더는 흘릴 눈물이 없도록
위로할게 나의 그 사랑을
가슴 아파 해줄게
내가 괜찮아질 때까지
욕 해보고 울다가 웃다 쓰러져
창가에 비친 나를 보고 위로하지
아픈 나날들야
난 아픈거야 나의 사랑은
아무렇지 않게 아무것도 아냐
더는 흘릴 눈물이 없도록
억지로 참진마
눈물을 참는 내가 가여워
혼자 아픈건 아냐
후회는 하지마
내가 나에게 바치는 위로 A HA
아픈 나날들야
난 아픈거야 나의 사랑은
아무렇지 않게 아무것도 아냐
더는 흘릴 눈물이 없도록
이젠 끝나버린 내 사랑아",이아영,2013.01.17,14,발라드
별,"어두운 하늘에
보고 싶은 네가 있어
수많은 별 중에
어느 곳에 있는 건지
널 찾는 내 눈빛이
그곳에서 보이는지
난 이미 널 내 눈에 담고 있는데
수많은 별빛들 중에
가장 빛나는 별이 너라고
그 빛을 따라 달리면
널 찾을 수 있잖아
저 별에 입을 맞추면
네게 내 마음 닿아버릴까
알고 싶어서
부르고 부르는 거라고
그 빛에 눈이 먼 것처럼
보이지 않아도 너를 부르고 있어
눈앞에 떠있는 무수한 저 별빛 속에
아득히 멀리서 나에게만 빛을 내며
널 찾는 내 눈빛을
그곳에서 보았는지
난 그 빛을 내 눈에 담고 있는데
수많은 별빛들 중에
가장 빛나는 별이 나라고
그 빛을 따라 달리면
날 안을 수 있잖아
저 별에 입을 맞추면
내게 네 마음 전해져 올까
알고 싶어서
부르고 부르는 거라고
그 빛에 타버릴 것처럼
닿을 수 없어도 너를 부르고 싶어
새벽이 밝아 해가 뜨면
더 이상 널 찾을 수 없겠지
시간을 돌려 달이 뜨면
다시 또 네가 빛을 밝힐 거야
그리워하는 시간 동안
두 눈을 꼭 감고 있을 거야
오직 너만을 기억하려
다른 빛이 보이지 않게
저 별에 입을 맞추면
내게 더 밝은 빛이 보일까
알고 싶어서
바라고 바라는 거라고
우리가 이뤄질 수 있게
저 별에 소원을 담아 부르고 있어",Dr.Yun (윤박사),2013.01.21,222,발라드
매일 Love You Love You,"아마 너는 모를 걸
내 사랑을 모를 걸
누구보다 큰 사랑을
떠올리기만 해도
널 부르기만 해도
햇살보다 눈부신 설레임을 갖게해
사랑이란 내 가장 큰 선물
매일 Love you Love you
널 사랑한단 말
매일 Love you Love you
널 좋아해서 나오는 말
널 사랑해서 널 좋아해서
입가에 맴도는 그 말
매일 Love you Love you
속삭이고 싶어
매일 Love you Love you
옆에 붙어만 있고 싶어
사랑이란게 날 변하게 해
자꾸만 웃게 돼
사랑을 하니까
수없이 말을 해도
끝없이 말을 해도
난 부족해 난 부족해
너로 인해 산다고
너를 사랑한다고
표현하고 싶은데
말해주고 싶은데
사랑이란 내 가장 큰 선물
매일 Love you Love you
널 사랑한단 말
매일 Love you Love you
널 좋아해서 나오는 말
널 사랑해서 널 좋아해서
입가에 맴도는 그 말
매일 Love you Love you
속삭이고 싶어
매일 Love you Love you
옆에 붙어만 있고 싶어
사랑이란게 날 변하게 해
자꾸만 웃게 돼
사랑을 하니까
우리 함께하는 이 사랑처럼
행복한 건 있을 수 없어
사랑이라서 너의 사랑이라서
난 얼마나 좋은지 몰라
매일 Love you Love you
널 사랑한단 말
매일 Love you Love you
널 좋아해서 나오는 말
사랑이란게 날 변하게 해
자꾸만 웃게 돼
사랑을 하니까",란 (RAN),2013.01.25,670,발라드
하루만 더 (Feat. 윤미윤 & 호용),"부드러운 음악소리에
조금씩 두 눈이 감겨와
날 떠나가는 네 뒷모습이
눈에 선해 만질 순 없겠지만

왜 나를 떠났니 내가 널 아프게 했니
마지막 그대 얼굴은 너무나도 슬프게 우는데

오늘 하루만 더 널 사랑할게
하루만 더 그리워할게
그대 다시 돌아와도 부디 어색하지않게

Rap
Do you remember we had a lot of mements
You gave me a fancy dream like a sweet remance
So tell me why did you leave me
Didn't eve know, I just don't wanna let you go
It doesn't even matter how far you are
Please let me show your beautiful eyes
I can arrive wherever you'll go. Love is right here
So where do you go?

달콤했던 그대 향기가
어느새 내 뺨을 스쳐가
또 우릴닮은 저 연인들은
예전처럼 말없이 행복하네

왜 나를 떠났니 내가 널 힘들게 했니
마지막 그대 기억은 내 마음을 아프게 우는데

오늘 하루만 더 널 사랑할게
하루만 더 그리워할게
그대 다시 돌아와도 부디 어색하지않게

함께했던 약속도
잘 지내란 인사도
어색해진 웃음도
모두 거짓이 되고
하루하루 가면 갈수록 널
지우지 못하잖아

오늘 하루만 더 널 사랑할게
하루만 더 그리워할게
그대 다시 돌아와도 부디 어색하지않게",손효동,2013.01.25,27,발라드
가질 수 없는 너 (하모니카 연주. 렌),"술에 취한 니 목소리
문득 생각났다던 그 말
슬픈 예감 가누면서
네게로 달려갔던 날 그 밤
희미한 두 눈으로
날 반기며 넌 말했지
헤어진 그를 위해선 남아있는
네 삶도 버릴 수 있다고
며칠 사이 야윈 널 달래고
집으로 돌아오면서
마지막까지도 하지 못한 말
혼자서 되내였었지
사랑한다는 마음으로도
가질 수 없는 사람이 있어
나를 봐 이렇게 곁에 있어도
널 갖지 못하잖아
며칠 사이 야윈 널 달래고
집으로 돌아오면서
마지막까지도 하지 못한 말
혼자서 되내였었지
사랑한다는 마음으로도
가질 수 없는 사람이 있어
나를 봐 이렇게 곁에 있어도
널 갖지 못하잖아",렌미노,2013.01.28,320,발라드
자려고 누웠는데 잠이안와 부르는 노래,"오늘밤 그대가 너무 난 그리워요
눈물로 베게를 적시며 잠들어요
사랑했는데 너무나 사랑했는데
그대 못보내요
오늘밤 그대가 너무난 보고싶죠
애꿎은 전화길 만지며 잠들어요
보고 싶은데 너무나 보고 싶은데
그대 안보여요
잊으려하고 지우려하고
생각나지 않게 술도마시고
이제 남이다 이젠 아니다
수 없이 되뇌어 봐도
세상은 내게 주위는 내게
왜 그댈 잊지 못하게
날 괴롭히는지 왜 울게하는지
울지도 않는 전화길 만지며
카톡을 키면 왜 그대 친구추천
뜨나요
오랜만에 친구소식 들으러
페이스북에 들어갔더니
그대 알 수 있는 사람이라 뜨네요
잊으려하고 지우려하고
생각나지 않게 술도마시고
이제 남이다 이젠 아니다
수 없이 되뇌어 봐도
세상은 내게 주위는 내게
왜 그댈 잊지 못하게
날 괴롭히는지 왜 울게하는지
오늘밤 그대가 너무난 보고싶죠
애꿎은 전화길 만지며 잠들어요
보고 싶은데 너무나 보고 싶은데
그대 그대",May.N,2013.01.31,48,발라드
