제목,가사,가수,발매일,좋아요수,장르
찐따 (Feat. 지유 (ZIU)),"고백해 어서 고백해봐 쫌
매일 밤 나만 자꾸 생각난다며
난 그냥 뭐 친구 없이
항상 혼자였던 놈이야
화장실에서 밥을 먹고
가끔 친구들 용돈도 주고
막 그랬어
그렇다고 나 금수저는 아냐
그냥 귀찮아서 그랬어
이런 내게 다가온
너란 존재는 큰 감동이었어
어떡해 어떡해 어떡해 baby
고백은 커녕 말도 못했어
예쁘다 예쁘다 예쁜 니 얼굴
정말 예쁘다
고백해 어서 고백해봐 쫌
매일 밤 나만 자꾸 생각난다며
눈도 마주치치 못해
말도 어버버만 거려
뭐야 뭐해
흠 정말 바보 같다 너
참 바보 같다 너
가끔 외롭다 힘들다
빵 사주기 귀찮다
이럴 땐 니가 필요해
소문엔 쫌 노는 애라서 말도 못해
겁쟁이랍니다
어떡해 어떡해 어떡해 baby
고백은 커녕 말도 못했어
예쁘다 예쁘다 예쁜 니 얼굴
정말 예쁘다
고백해 어서 고백해봐 쫌
매일 밤 나만 자꾸 생각난다며
눈도 마주치치 못해
말도 어버버만 거려
뭐야 뭐해
흠 정말 바보같다 너
혼자인 게 나는 너무 편하지만
너랑은 함께 있고 싶어
너랑은 함께 하고 싶어
바보야 어서 용기내 봐 쫌
지금도 몰래 나만 훔쳐보잖아
막상 니가 고백하면
살짝 황당할 것 같아
뭐야 뭐해
흠 정말 바보 같다 너
그냥 널 바라보는 게 좋았어 love you
그냥 널 안고 싶지만 참았어
이제껏 상상만 해 온 꿈들
너에겐 보여줄게
내일부터 변한 모습
사랑하게 될 거야",다이아 스푼,2016.07.18,45,발라드
비야 그만 와,"내 슬픔은 왜 비가 내릴 때
멈추지 않고 따라 흐를까
지나간 아픔은 흐려지고
그렇게 그렇게
잊혀져지는데
슬퍼해 맑은 저 하늘도
찢어질 듯한 가슴만 움켜쥐며
이 이별이 지나가길
제발 비야 그만 와
이미 가득 채워진 눈물이
나도 모르게 넘쳐 흐를 때
젖어든 가슴이 너로 얼룩져
이렇게 이렇게 지울 수 없잖아
슬퍼해 맑은 저 하늘도
찢어질 듯한 가슴만 움켜쥐며
이 이별이 지나가길
제발 비야 그만 와
참아 낼 수 있을까
견뎌 내야만 해 난
함께 했던 Memory
널 보낸 후회 속에 살아
지운 줄만 알았어
씩씩하게 살아도 비만 내리면
힘없이 무너지는 걸
너 하나만 바라봤던
Timeless
품에 안고 사는 내 모습
I know I know
바보같은 걸
슬퍼해 맑은 저 하늘도
찢어질 듯한 가슴만 움켜쥐며
이 이별이 지나가길
제발 비야 그만 와",황아영,2016.07.19,458,발라드
어떻게 웃어야 하죠,"어떻게 웃어야 하죠
어디로 가야만 하죠
뭐부터 해야만 하죠
혼자는 다 몰라요
웃어도 눈물이 나요
밤돼도 잠들지 않아
아침에 멍하니있어
어떻게 이게 사는건가요
멀어지지마 제발
떠나가지마 돌아서지마
이대로 안되는 걸 알잖아
아름답던 기억들만 남아
보낼 수가 없는 걸 잘 알잖아
사는게 이유가 없어
전부인 그대였기에
모질게 날 여기두고
발걸음 재촉하며 갔나요
멀어지지마 제발
떠나가지마 돌아서지마
이대로 안되는 걸 알잖아
아름답던 기억들만 남아
보낼 수가 없는 걸 잘 알잖아
울고 웃던 지난 사랑속에서
행복했었어 아름다웠던 사랑
잡고 싶어 처음으로
돌릴 수 있다면 눈물만 흘러
멀어지지마 제발
떠나가지마 돌아서지마
이대로 안되는 걸 알잖아
아름답던 기억들만 남아
보낼 수가 없는 걸 잘 알잖아
멀어지지마 그대 그대 그대",란 (RAN),2016.07.20,224,발라드
오래된 사진 (아름다운 날들 Part.2) (Feat. 딥플로우) (Remastering Ver.),"오래 된 사진을 꺼내
어린 내 얼굴을 어루만져
멀어졌던 기억을 더듬어
문득 피어 오른 그대 옅은 향기
어렴풋이 남겨진
아련한 속삭임에
벅차 오르네 여태껏
먼발치에 두고 있었던
지난 날들이 소나기처럼 내리고
나는 젖어 드네
그 아득하던 꿈들과
떠나버린 그대 그립던 마음
손에 닿을 것 같은데
다시 올 수 있을까
한 순간만이라도
거짓말처럼 시간을 돌려도
같을 수가 있을까
그때의 내가 돼도
어쩌면 모두 그대로 그대로
정말 우리는 아름다웠던가
그저 그 시절 내가 그리운 걸까
많은 것이 변해있네
나의 사람도 사랑도
어느새 저 멀리에
멈춰 서있네 날 향해
손짓하는 것만 같아서
한번만 그댈 만나 볼 수 있다면
잔상처럼 떠다니는 기억
잔잔했던 삶은 다시금
심장이 뛰어
그때는 왜 이 소중한 것들을
알지 못했나
순수하던 니가 생각나
그리고 못된 나
시계를 반대로
돌려 놓을 용긴 없어
그저 오늘을 간직하려 해
몇 년 지나서 분명 지금을
또 그리워 할지 모름에
우린 늘 어제와의
작별인사를 거르네
다시 올 수 있을까
한 순간만이라도
거짓말처럼 시간을 돌려도
같을 수가 있을까
그때의 내가 돼도
어쩌면 모두 그대로 그대로
오랜 시간 동안 잊고 있었던 마음
돌아가고 싶지만
이 순간도 그립겠지 그 언젠간
다시 올 수 있을까
한 순간만이라도
거짓말처럼 시간을 돌려도
같을 수가 있을까
그때의 내가 돼도
어쩌면 모두 그대로 그대로
그대로 그대로
그대로 그대로",장혜진,2016.07.21,105,"발라드, R&B/Soul"
사랑폭발,"아침 점심 저녁
네 생각만 나고
잠실 홍대 강남
어딜 가더라도
너 없으면 이젠 불안해
피자 초밥 치킨
어떤게 더 끌려
극장 카페 어디가 더 좋겠니
이제는 나보다 더
너를 위해 나 살아갈게
사랑폭발이야
내 가슴은 쾅 하고 뛴다
멈췄었던 고장 났었던
내 심장이 뛰고 있다
너를 위해
내 사랑폭발이야
이제는 내가 지켜줄게
사랑해 사랑해
오늘 더 사랑해
I just want to
be with your love
널 사랑해
청순 섹시 깜찍한 여자들
한 번쯤은 모두 만나고 싶어
여기저기 헤맸던 나
순간 내게 다가오는 사람
너를 만난 후부터 달라졌어
내게도 이런 사랑
다가올 줄은 몰랐는데
사랑폭발이야
내 가슴은 쾅 하고 뛴다
멈췄었던 고장 났었던
내 심장이 뛰고 있다
너를 위해
내 사랑폭발이야
이제는 내가 지켜줄게
사랑해 사랑해
오늘 더 사랑해
I just want to
be with your love
널 사랑해
언젠가 이 설레이는 마음도
잠시 잊는 날 있겠지
그래도 나 기억할게
너와 함께 있는 지금
사랑해 사랑해
그대를 사랑해
한 순간도 놓칠 수 없는
그댄 나의 사랑 입니다
사랑폭발이야
내 가슴은 쾅 하고 뛴다
멈췄었던 고장 났었던
내 심장이 뛰고 있다
너를 위해
내 사랑폭발이야
이제는 내가 지켜줄게
사랑해 사랑해
오늘 더 사랑해
I just want to
be with your love
널 사랑해",박지헌,2016.07.27,526,발라드
아이에서 어른이 되고,"돌아보면 별일이 다 있었지
어느새 나 여기까지 왔는지도
모르게 달려만 온 건지
때론 아찔했던 순간도
때론 아름다웠던 추억도
생각나 괜시리 나 눈물이 나네
아이에서 어른이 되고
어른에서 아빠가 되고
이 길에서 어디로 갈까
걷다 보면 무엇이 될까
모르지만 두렵진 않아
아이에서 어른이 되고
grown up grown up
아이에서 어른이 되고
grown up grown up
어느새 난 바쁜 사람
그래서 미안한
사람이 되었지
I'm sorry and I miss you
나를 아껴주던 사람도
나를 아프게 했던 사람도
떠올라 오늘따라
왠지 보고 싶은데
아이에서 어른이 되고
어른에서 아빠가 되고
이 길에서 어디로 갈까
걷다 보면 무엇이 될까
모르지만 두렵진 않아
때론 눈물 흘려 아이처럼
때론 씩씩하게 어른처럼
난 살아가
a whole my life
친구에서 연인이 되고
연인에서 엄마가 되어준 너
가끔씩은 실감이 안나
우리 정말 엄마 아빠가
되었다는 지금 모습이
행복해지자 더도 말고
딱 오늘만큼 그 이상도
바라진 않아
아이에서 어른이 되고
grown up grown up
아이에서 어른이 되고
grown up grown up
오늘이 마지막 날처럼
사랑만 하자",박지헌,2016.07.27,159,발라드
가슴 속 사진 (Narr. 다니엘헤니),"오늘도 변함없이
아침을 깨우는건
내 오래된 알람시계
you and i
오늘도 지루한 하루를
의미없이 보낸다
달콤했던 기억속에
그리움은 깊어가고
you don't know that are just
want to make you smile
촉촉히 젖어버린 오늘밤
자꾸 네 생각이나
i love you my girl
i just want to stay with you
너를 처음 본 순간
미칠것 같았어
i love you my girl
when i need you forever
가슴속에 사진 꺼내놓고
오늘도 널 기다려
달콤했던 기억들이
나의맘을 아프게해
you don't know that are just
want to make you smile
아무리 노력 해봐도
난 너를 잊을수가 없는데
i love you my girl
i just want to stay with you
너를 처음 본 순간
미칠것 같았어
i love you my girl
when i need you forever
단 한번 이라도
내게 돌아와줘
너의 입술 너의 향기
너의 미소도
다시 느낄수만 있다면
행복했던 그 시간이
너무 그리워
i love you my girl
i just want to stay with you
너를 사랑했어
미칠것 같았어
i love you my girl
when i need you forever
가슴속에 사진 꺼내놓고
너를 기다리는 나에게
wow
i love you my girl
when i need you forever
가슴속에 사진 꺼내놓고
오늘도 널 기다려",찬브로,2016.07.28,152,발라드
Always,"언제나 너의 곁에 있으며
매일 바래왔었지
내 마음 모두 전해지기를
근데 넌 다른 곳을 보았지
편한 친구로 생각하는 넌
내 마음을 모를 테니까
이제 다가가 너에게 고백할게
내 마음 더는 숨길 수 없어
한걸음씩 네게 다가갈게
너의 맘은 내가
내 오랫동안 간직했던 이맘
점점 더 커져 가는 걸
기다려줘 너만 바라보는
나의 마음을 네게 말하고 싶어
친구가 아닌 너의
단 하나의 남자로
오늘 난 항상 걷던 거리에
스치는 추억을 꺼내 보며
또 미소 지었지
친구라 생각하지 않는 날
자꾸 되뇌어 보며
생각에 잠겨서 또 상상하게 돼
이제 다가가 너에게 고백할게
내 마음 더는 숨길 수 없어
한걸음씩 네게 다가갈게
너의 맘은 내가
내 오랫동안 간직했던 이맘
점점 더 커져 가는 걸
기다려줘 너만 바라보는
나의 마음을 네게 말하고 싶어
친구가 아닌 너의
단 하나의 남자로
니가 바래왔던 설레임들을
함께 나누고 싶어
한걸음씩 와줘
너의 맘에 들어갈게 이제
나 오랫동안 사랑할게 너만
이제는 말할 수 있어
기다렸어 너만 다가오는
너의 마음을 다신 놓지 않을게
친구가 아닌 너의
단 하나의 남자로
단 하나의 남자로
단 하나의 남자로
한명의 내 여자로",이호준,2016.07.29,11,발라드
"그뿐이야 (Feat. 김지혜, 전현진)","그뿐이야
그뿐이야
햇살이 좋네요
나름의 화창함
적당한 따스함
들뜬 발걸음
내 볼을 스치는
시원한 바람에
괜시리 센치한
은근한 마음뿐
나 요즘 외로워
괜찮았는데
이 계절이 널
데려왔나봐
그래 그뿐이야
그뿐이야
그냥 좀 허하고
그냥 좀 외롭고
괜히 허전해
단지 그뿐이야
그뿐이야
하루가 반복되듯
계절은 돌아오듯
잠시 부는 바람이야
밤바다 좋네요
나름의 포근함
적당한 쌀쌀함
잔잔한 파도들
나 요즘 외로워
친굴 만났어
술 한잔 끝엔
니 얘기더라
그래 그뿐이야
그뿐이야
그냥 좀 허하고
그냥 좀 외롭고
괜히 허전해
단지 그뿐이야
그뿐이야
하루가 반복되듯
계절은 돌아오듯
잠시 부는 바람이야
솔직히 요즘 나
그때 생각이 많이 나
이런 날 우연히
널 마주친다면
우린 어떻게 될까
달라졌을까
아냐 그뿐이야
그냥 좀 허하고
그냥 좀 외롭고
괜히 허전해
단지 그뿐이야
그뿐이야
하루가 반복되듯
계절은 돌아오듯
잠시 부는 바람이야
잠시 부는 바람이야
잠시 부는 바람이야",비노트 (B.note),2016.07.29,80,"발라드, 인디음악"
비밀,"집에 돌아가는 길엔 항상
네 곁에 서 있는 나를 그리다
생각하면 할수록 더
너의 예쁜 얼굴 선명하게 떠올라
숨죽여 바라본 모든 순간 속에선
흩어져가는 내 마음 속
낡은 바램 뿐
끝없이 속삭이던
너의 예쁜 목소리
아름답게해 모든 것이 행복해
사랑일까
내가 널 좋아하게 된걸까
설레는 마음으로 눈을 감아봐
모른 척 해봐도 아닌 척 해봐도
오늘도 나는
너의 문잘 기다리다 잠이 들곤해
너도일까
네가 날 좋아하게 된걸까
나처럼 생각하고 눈을 감을까
아름다운 영화 속 장면
한 순간처럼
너와 마주보고 말하고 싶어
멈췄던 시계속 시곗바늘 끝에는
사라져가던 널 부르는
나의 모습과
한없이 차가웠던 너의
슬픈 한마디
아프기만해 내가 너무 가여워
사랑일까
내가 널 사랑하게 된걸까
설레는 마음으로 노랠 불러봐
모른 척 해봐도 아닌 척 해봐도
내일도 나는
너의 문잘 기다리다 잠이 들겠지
너도일까
네가 날 사랑하게 된걸까
나처럼 생각하고 노랠 부를까
오랜 시간 말할 수 없는
이 비밀처럼
너를 기억하고 부르고 싶어
착각일까
너는 날 생각하곤 있을까
한번만 돌아서서 나를 봐줄래
비에 젖은 내 뒷모습이
초라해 보여
너를 사랑한다 말하고 싶어",한중원,2016.08.01,15,발라드
청춘향기,"좁은 기찻길 따라 부르던
그 노래를 아직 난 기억해요
작은 꽃들이 나를 안아주며
긴 하루에 지친 마음 위로가 돼
지나온 시간들이
걸어온 이 길만큼
아득히 멀어진다 해도
난 괜찮아요
언젠가 두 손 모아
기도했던 순간이
라일락 향기 담아
나를 찾아오겠죠
바람 따라 흩날린 꽃잎처럼
내 품에 안겨 쉬어 갈테니 음음
노란 민들레 봄날은 가고
꽃이 져도 우리 또 만나겠죠
바람 따라 흩날린 꽃잎처럼
내 품에 안겨 쉬어 갈테니 워
지나온 시간들이
걸어온 이 길만큼
아득히 멀어진다 해도
난 괜찮아요
언젠가 두 손 모아
기도했던 순간이
라일락 향기 담아
나를 찾아오겠죠
그리움 여울지는
밤하늘 바라보며
푸르던 봄이 서러워도
난 괜찮아요
옛 추억 별이 되어
아련히 멀어져도
그대여 울지말아요
우리 함께일테니
그대여 울지말아요
우리 함께일테니",유재환,2016.08.02,440,"발라드, 국내드라마"
8월17일,"안녕 오랜만이야
네소식은 가끔 듣곤 했었어
여전히도 해맑은 너의 미소가
역시 예쁘구나
사실 좀 떨렸어 나 우숩지
우연히 본 것뿐인데
참 많이 야위었구나
짧았던 머리카락도
예전 처럼 길어졌구나
정말 다행이야 나없이
잘지내 보여서
아무것도 못해
힘들까봐 걱정했는데
말하지 않아도
마음으로 느껴져
넌이미 나를 잊은채 산단걸
우리 사랑하지 않았다면
더좋은 친구였겠지
길지는 않았었지만
잠시지만 내여자로
살아줘서 정말 고마워
정말 다행이야
나없이 잘지내 보여서
아무것도 못해
힘들까봐 걱정했는데
말하지 않아도
마음으로 느껴져
넌 이미 나를 잊은채 산단걸
추억뿐이라해도 너라는
사람은 잊을수가 없기에 oh
남자에게 첫사랑은
쉽게 가슴에서 지울 수 없어
더욱더 선명해
맘으론 백번도
수천번도 다짐했는데
날 떠난 그녀가
행복하길 기도했는데
시간을 돌려서 돌아가고파
사랑한다는 말그말
한마디도 못해 미안해
아직 잊지 못해 미안해",박광복,2016.08.03,231,발라드
아름다움,"비 내리는 하늘가에
하염없이 그댈 찾아 헤매이네
그댈 향한 그리움을
그대에게 전할 수 있다면
멀리있는 그대가 보고싶어
나는 또 눈물 흘리네
아름다운 그대모습
지워질까 다시 눈감네
해맑은 미소
나를 바보로 만들었네
떠나가던 날
목을 놓아 울고 있었네
추억이라 하기에는
그대가 너무도 그리워
딱 한번만 다시 안아 볼 수 있다면
얼마나 좋을까
그대에게 드리고픈
눈물의 키스도 전할 수가 없네
어딜가도 그대 모습
찾을 수가 없어 눈물이
해맑은 미소 미소
나를 바보로 만들었네
추억이 되긴 싫어 니가 그리워
떠나가던 날 떠나가던 날
목을 놓아 울고 있었네
예에 예에 워 예에
추억이라 하기에는
그대가 너무도 그리워
딱 한번만 다시 안아 볼 수 있다면
얼마나 좋을까
그대에게 드리고픈
눈물의 키스도 전할 수가 없네
어딜 가도 그대 모습
찾을 수가 없어 눈물이",캔,2016.08.03,209,발라드
동백 아가씨,"헤일 수 없이 수많은 밤을
내 가슴 도려내는 아픔에 겨워
얼마나 울었던가 동백 아가씨
그리움에 지쳐서 울다 지쳐서
꽃잎은 빨갛게 멍이 들었소
동백꽃잎에 새겨진 사연
말 못할 그 사연을 가슴에 안고
오늘도 기다리네 동백 아가씨
가신님은 그 언제 그 어느 날에
외로운 동백꽃 찾아오려나
가신님은 그 언제 그 어느 날에
외로운 동백꽃 찾아오려나",소연 (LABOUM),2016.08.03,286,발라드
그 여름 (0805) (Inst.),"지나간 계절 그 사이로
새겨진 추억 그 중에도
오늘 난 널 처음 본 그날 떠올라
햇살 좋은 여름날 너의 순수한 웃음
눈부시던 그 순간이
영원이 될 줄 넌 알았을까
때론 눈물뿐인 시간도 있었지만
지난 날들보다 더 빛 날
긴 여행이 될 테니까
Sailing into the night
어둠 속에 남겨진대도
끝까지 함께 하기로 해
우린 again and again and again
난 세월이 지날수록
희미해진다 해도 지켜갈 거야
그 여름 어느 날의 약속처럼
은은한 달빛 그 아래로
부서진 파도 소리에도
지금 넌 혼자인 건 아닐까
난 불안해져
오늘 기분은 어땠는지
무슨 일 있었는지 괜찮은지
네 모든 표정이 내 하루가 돼
때론 이 모든 사랑에 익숙해져서
너의 걸음이 느려진대도
난 널 기다릴 테니까
Sailing into the night
어둠뿐인 밤하늘 아래
끝이 보이지 않더라도
우린 again and again and again
난 세월이 지날수록
희미해진다 해도 멈추지 않아
그 여름 어느 날의 약속처럼
어딜 향해 가야 할지 헤매지 않아
수많은 방황 속에 선명히
반짝이던 별빛을 찾아서
떠난 긴 항해의 끝에서
저 먼 길을 돌아
다시 만난 세계는 너야
You know it’s true
Stay together sailing into the night
온 바다의 깊은 어둠도
핑크 빛으로 만들어준
널 위해 again and again and again
난 세월이 지나가도 흔들리지 않을게
멈추지 않아 그 여름 찬란했던 소녀처럼
변하지 않아 매 여름 한결같던 소원처럼
약속해줘",소녀시대 (GIRLS' GENERATION),2016.08.05,"2,333",발라드
너를 그리다,"해지는 언덕 너머에
너의 뒷모습이
노을되어 흩어번지면
그제서야 돌아서는 나
바보 같은 자존심들이
숱한 할 말들을 짓눌러 날
후회속에 말들을 묻었어
보고싶다 말을 외쳐도
더 이상 넌 들을수 없잖아
함께한 우리 시간은
하늘로 흩어사라져
평생동안
널 못본다 하여도 나는
널사랑한다 말할께
가슴에 묻는다
나 영원히 널기억할께
후회뿐인 아픈 시간을
되돌릴수는 없기에 난 널
시간속에 흘러보냈어
보고싶다 말을 외쳐도
더 이상 넌 들을수 없잖아
함께한 우리시간은
하늘로 흩어사라져
평생동안
널 못본다 하여도 나는
널사랑한다 말할께
가슴에 묻는다
나 영원히 널기억할께
내게 왔었던 그 모습 기억해 워
다시 불러본다
널 못본다 하여도
나는 널 기억할께",전현상,2016.08.09,61,발라드
같이 느꼈던 그 시간,"몰랐죠 이렇게 달콤할 줄
바람 맞으며 걸어가는 지금
낮관 달리 모든게 차분해
아무말 없어도 좋은걸
그대와 나 밤하늘을 바라보면서
같이 느꼈던 그 시간속에
부드럽게 스며드는 별빛도
같은 감정을 안겨준 사랑이잖아
알았죠 첫 느낌 남달랐죠
예전엔 전혀 느낄 수가 없던
조용하게 내 맘에 들어와
내 전부 되버린 그대죠
그대와 나 밤하늘을 바라보면서
같이 느꼈던 그 시간속에
부드럽게 스며드는 별빛도
같은 감정을 안겨준 사랑이잖아
새로 산 이불에 누운
기분처럼 참 포근해
매일 새롭게 다가오는 사랑
그대와 나 밤하늘을 바라보면서
같이 느꼈던 그 시간속에
부드럽게 스며드는 별빛도
같은 감정을 안겨준 사랑이잖아",더 데이지 (The Daisy),2016.08.11,251,발라드
요즘 너 왜 그래 (Feat. 일나티),"너와 입을 맞추던
한강 거리
또 자주 가던 압구정
그 밤 거리
조차도 이젠
나 혼자 홀로 걸어가
어딜 가 나 있는
흔적에 겁이 나
며칠 전까지 당겨 대던
줄에 낚여
널 믿었는데
헤어지자고 말이 바껴
뼛속까지 전부
퍼주고 난 머저리처럼
아픈 상처까지
맡아 주나 봐
난 너만 생각하는
바보 같은 놈
쓰는 멜로디는
이별 노래 같은 곡
너가 내 가슴 깊이
새긴 그리고
귀에 배긴 사랑 얘긴
다 한 순간의
말뿐인 건지 너
그냥 말이나 말지
너를 믿으라는 말이
참 뻔뻔해 그치
이렇게 돼버린 거
차라리 끝내
라는 말은 못하지
어떻게 사랑이 그래
조금씩 빠져 드는데
내 사랑은 진행 중인데
왜 갑자기 그래
왜 헤어지잔 말해
정말 너무하잖아
사랑이 다 뻔한 것일까
그냥 니가 뻔한 놈일까
난 알 수 없지만
널 알 수는 없지만
아직 너를 사랑해
너가 원한다면
하늘의 모든 별
따다 바치는 건
일도 아닌 걸
이라며 고백했던
소중한 순간은
어디로 간 걸까
내 곁에 남은
친구들의 얘기
TV 또 술 한 잔이
이렇게 지루한 적이 없어
넌 그걸 아니
무심코 술에 취해
눌렀던 번호가
왜 이렇게도 자주
본 것만 같어
가끔씩은 나도 니가 미워
근데 혼자인 게 너무 싫어
헤어지면 안 될 것 같아 baby
그 말 취소 해죠
조금씩 빠져 드는데
내 사랑은 진행 중인데
왜 갑자기 그래
왜 헤어지잔 말해
정말 너무하잖아
사랑이 다 뻔한 것일까
그냥 니가 뻔한 놈일까
난 알 수 없지만
널 알 수는 없지만
아직 너를 사랑해
힙합만 듣던 내가
요즘 발라드를 Uh
뻔하디 뻔한 이별
노래 가사를 적어
아직도 너를 잊지
못해 사랑하니까
아직도 누굴 만나면
널 자랑하니까
잘 들어봐 늦지
않았어 우리
죽고 못 살았어
우리 둘이
그때로 다시
돌아갈 수 있어
기억나
너도 많이 사랑했잖아
나보다 더 사랑했잖아
왜 아니라고 해
왜 안 된다고 만 해
우리 싸우지 말자
사랑이 다 뻔한 것일까
그냥 니가 뻔한 놈일까
난 알 수 없지만
널 알 수는 없지만
아직 너를 사랑해",한지은,2016.08.11,108,발라드
남자를 믿지마 (Live),"그냥 어쩌다가 정이 들어버렸어
너는 어느 순간 가족이 돼있어
바라볼수록 니가 자꾸 질려서
나의 마음이 양심이 더 찔려서
너를 보냈어
별로 사랑하지 않는 것 같아서 널
떠나보냈어 난
니가 떠나간다면 나는 너를 붙잡아
니가 돌아온다면 나는 부담스러워
이런게 남자야 나는 나쁜놈이야
이렇게 비겁한 남자를 믿지 말어
남주기는 아깝고 나도 갖기는 싫어
결혼하기는 싫고 연애하기는 좋아
이런게 남자야 나는 나쁜 놈이야
이렇게 비겁한 남자를 믿지 말어
I don`t know me but I can`t stop
I don`t know me but I can`t stop
I don`t know me but I can`t stop
I don`t know me but You know
남자를 믿지마 남자를 믿지마
남자를 믿지마 남자를 믿지마
나 너에게 더 미안해져
다가오지 말고 날 내버려둬
이제 그만 나 같은 남잘 사랑 하지마
니가 떠나간다면 나는 너를 붙잡아
니가 돌아온다면 나는 부담스러워
이런게 남자야 나는 나쁜놈이야
이렇게 비겁한 남자를 믿지 말어
남주기는 아깝고 나도 갖기는 싫어
결혼하기는 싫고 연애하기는 좋아
이런게 남자야 나는 나쁜놈이야
이렇게 비겁한 남자를 믿지 말어",M (이민우),2016.08.11,369,발라드
한심하게,"왜 아무 말 없이
고갤 숙인 채
그러고 있니
훌쩍이는 게
어디 아픈 거니
괜히 불러냈나봐
난 뭐가 불안한 건지
왜 널 바라볼 수 없을까
울고 있는 너
흐느끼는 떨림이
나의 심장을 아프게 해
널 보내 달라고
우리 헤어지자고
그렇게 말하고 있는 거니
슬픈 너의 눈물이
흐느낌이
전부 말해 주잖아 아련하게
왜 아무 말 없이
고갤 숙인 채 울고 있니
미안한 거니
내가 안쓰런 거니
너도 나처럼 아픈 거니
널 보내 주는 게
널 위한 거라는 게
어떤 다른 방법도 없는 게
죽을 만큼 비참해
나란 남자
눈물만 흘러 내려 한심하게
잘해준 것
하나도 없는 나라서
보내주기 싫은데
잡을 용기조차 없는 나야
널 보내 주는 게
죽기보다 싫은데
아무 말도 못하는 바보야
죽을 만큼 사랑해
너란 여자
눈물만 흘러 내려 한심하게",허진호,2016.08.17,165,"발라드, 국내드라마"
꿈을 꾸던 그때로,"끝을 모른 채 달려왔어
앞만 볼 수 있는 사람처럼
나도 모르게 떠올랐어
지금과 다른 지난 내 모습을
애써 고개를 저었던
나도 잊고 있던 나의 꿈들을
다행이라 여겨버렸던
버릴 수밖에 없던 그 용기를
난 어디로
가야 하는지 모르고
난 어디로
가고 싶은지 모르고
내가 가야할 길이
어딘 줄도 모르고
하루하루를 살아왔어
난 보고 싶지 않아
TV 속에 나오는
나완 다르게 펼쳐진 꿈들
누군가 말하는 대로
쫓기듯 걸어온 시간들
원망할 곳도
내게는 없는걸
난 어디로
가야 하는지 모르고
난 어디로
가고 싶은지 모르고
내가 가야할 길이
어딘 줄도 모르고
하루하루를 살아왔어
한 번쯤은
가슴에 묻었던 꿈을
한 번쯤은
맘이 원하는 곳으로
무성한 가시밭길이
날 기다린다 해도
그게 나인것처럼
발걸음을 돌리고
싶어",민준혁,2016.08.18,220,발라드
울어,"또 너를 지우려 했지만
하루가 끝나버렸어
아무리 잊으려 노력해봐도
잊을 수 없는 너의 기억이
또 나의 새벽을 찾아와
잠 못 들게 하고있어
지워도 지울 수 없는 기억을
애써 지워보려했지만
어쩜 이리도 힘든일인지
눈 감으면 네가 보여
너만 보면 울어
너만 생각하면 울어
너만 그리워하는 내 마음을
또 지우고 지워도
기억하면 울어
너의 뒷모습에 울어 나는
널 닮은 뒷모습만 바라보아도
또 울어 또 울어
왜 하필 그대를 마주친건지
내겐 시간이 필요한데
내맘에 네 기억 가져가주길
바라고 바라고있어
어쩜 이렇게 슬픈일인지
꿈에서도 네가 보여
너만 보면 울어
너만 생각하면 울어
너만 그리워하는 내 마음을
또 지우고 지워도
기억하면 울어
너의 뒷모습에 울어 나는
널 닮은 뒷모습만 바라보아도
또 울어 또 울어
내 마음이 울잖아
너를 지우고 지워도
너를 잊으려 해봐도
너만 보면 울어 내 그리움이잖아
눈물이 그리움 돼서
내 마음 따라서 흘러
너만 보면 울어
너만 생각하면 울어
너만 그리워하는 내 마음을
또 지우고 지워도
기억하면 울어
너의 뒷모습에 울어 나는
널 닮은 뒷모습만 바라보아도
또 울어 또 울어",유어스 (U-Us),2016.08.18,41,발라드
괜찮아요,"그댈 스쳐가는 사람들 중에
처음 가슴에 머물렀던 한 사람
내가 그 사람이 될 순 없나요
아주 잠시라도
때론 눈물 나도록
그리울 때가 있죠
바로 그대가 내 사람이니까
내 사랑은 그대 하나뿐이죠
단 한번도 나 잊은 적이 없죠
오랜 기다림도 지나간 세월도
괜찮아요 흐르는
내 눈물이 말라도
오랜 기다림도 지나간 세월도
그대 하나면 내겐 충분하니까
좀 더 참을게요 더 견뎌볼게요
나는 괜찮아요
때론 눈물 나도록
그리울 때가 있죠
바로 그대가 내 사람이니까
내 사랑은 그대 하나뿐이죠
단 한번도 나 잊은 적이 없죠
오랜 기다림도 지나간 세월도
괜찮아요 흐르는
내 눈물이 말라도
잊지 말아요 우리의 사랑을
변하지 않을 테니까
사랑해요 그대 듣고 있나요
아직 이런 내 맘 보이지 않나요
그댈 지켜줄게요 늘 감싸줄게요
사랑해요 눈을 감는 그 순간까지",아리,2016.08.18,108,"발라드, 국내드라마"
나에게,"어떤 위로도
너에겐 들리지 않겠지만
나는 온종일
네 걱정에 잠 못 들겠지만
그게 어쩌면
너에게는 부담이 될까 봐
이런 밤이면
혼자서 소곤히 노랠 불러
그래도 네게
조금의 위로라도 될까 봐
이런 밤이면
혼자서 소곤히 너를 불러
어떤 위로도
나에겐 들리지 않겠지만
나는 온종일
내 걱정에 잠 못 들겠지만
그게 어쩌면
나에게는 부담이 될까 봐
이런 밤이면
혼자서 소곤히 노랠 불러",유용호,2016.08.18,267,"발라드, 인디음악"
