제목,가사,가수,발매일,좋아요수,장르
같이 느꼈던 그 시간,"몰랐죠 이렇게 달콤할 줄
바람 맞으며 걸어가는 지금
낮관 달리 모든게 차분해
아무말 없어도 좋은걸
그대와 나 밤하늘을 바라보면서
같이 느꼈던 그 시간속에
부드럽게 스며드는 별빛도
같은 감정을 안겨준 사랑이잖아
알았죠 첫 느낌 남달랐죠
예전엔 전혀 느낄 수가 없던
조용하게 내 맘에 들어와
내 전부 되버린 그대죠
그대와 나 밤하늘을 바라보면서
같이 느꼈던 그 시간속에
부드럽게 스며드는 별빛도
같은 감정을 안겨준 사랑이잖아
새로 산 이불에 누운
기분처럼 참 포근해
매일 새롭게 다가오는 사랑
그대와 나 밤하늘을 바라보면서
같이 느꼈던 그 시간속에
부드럽게 스며드는 별빛도
같은 감정을 안겨준 사랑이잖아",더 데이지 (The Daisy),2016.08.11,251,발라드
Kiss it away (Live),"태양 아래 눈부셨던 커플링
절반을 나눠 걸던 목걸이
우린 마치 같은 심장을
나눠 가진 듯해
너와 함께 있다는게 좋아서
사랑자국 가득 새기던
우린 마치 1분 1초가 영원 같았어
니가 아플 땐 내 맘 시리어
너 슬플 때면 너무 힘들어
가슴 속에 너만 담고서
너를 위해 약속할게
눈물이 나면
Let Me Kiss It Away
소중히 입 맞추고 안아줄게
조그만 상처까지도
I Kiss It Away
Ki Kiss It Away
그 누구보다 큰 사랑이
널 꿈속에도 지키고 있으니
넌 아무 걱정 하지마
I Kiss It Away
Ki Kiss It Away
니가 떠준 스웨털 입고서
날아갈 듯 너무 기뻐서
이 순간이 영원하기를
맘속으로 빌었어
달기만 했던 솜사탕처럼
어느 샌가 작아진 촛불처럼
부디 사라지지 않기를
곁에 있어도 니가 그리워
니 눈빛이 내 맘을 흔들어
네번째 손가락 걸고서
나 너를 위해 살아갈게
눈물이 나면
Let Me Kiss It Away
소중히 입맞추고 안아줄게
조그만 상처까지도
I Kiss It Away Ki Kiss It Away
그 누구보다 큰 사랑이
널 꿈속에도 지키고 있으니
넌 아무 걱정 하지마
I Kiss It Away Ki Kiss It Away
Close Your Eyes
기다려 왔잖아
You know
You’re The Best I Ever Had
내 마지막 소원인
눈물이 나면
Let Me Kiss It Away
소중히 입 맞추고 안아줄게
조그만 상처까지도
I Kiss It Away Ki Kiss It Away
이 우주보다 큰 사랑이
널 꿈속에도 지키고 있으니
날 바라보고 웃어봐
I Kiss It Away Ki Kiss It Away
Close Your Eyes
What Are You Waiting For
Close Your Eyes
Kiss It Away Ki Kiss It Away
Close Your Eyes
What Are You Waiting For
What Are You Waiting For
Close Your Eyes
Girl I Love You
Kiss It Away Ki Kiss It Away
And Im’ma Kiss It Away
Kiss It Away
Kiss It Away
Kiss It Away
Kiss It Away
Kiss It Away
Kiss It Away",M (이민우),2016.08.11,473,발라드
우산,"우리 집 우산은 쪼꼬매
우리 집 우산은 오래됐지
당신의 어깨가
비에 젖어 올 때면
나는 볼 수 있었지
우산 아래 함께
우리 안아줄 때면
나는 행복 했었지
우리 집 우산은 쪼꼬매
우리 집 우산은 오래됐지
우리 집 우산은 쪼꼬매
우리 집 우산은 오래됐
우리 집 사랑은 따뜻해
우리 집 사랑은 가득하지",아몬드,2016.08.12,33,발라드
맴맴,"난 그대란 나무에
매미처럼 붙어있지 맴맴맴
돌아도 또 제자리
결국엔 매달려 있지 맴맴맴
울고 보채도
아무 말이 없는 그대여
이젠 정말로 떠나겠어요
마지막으로
맴맴맴맴맴 울어도 되나요
이제껏 담아두었던
내 맘의 실타릴 풀고 갈게요
맴맴맴맴맴 울어도 되나요
다시는 오지 않을
이 청춘의 계절을 기억할게요
난 그대란 숲 속에
하루 종일 헤매이지 맴맴맴
돌고 돌아 앉은 곳
결국엔 그대의 숲에 맴맴맴
울고 보채도
아무 말이 없는 그대여
이젠 정말로 떠나겠어요
마지막으로
맴맴맴맴맴 울어도 되나요
이제껏 담아두었던
내 맘의 실타릴 풀고 갈게요
맴맴맴맴맴 울어도 되나요
다시는 오지 않을
이 청춘의 계절을 기억 할게요
맴맴맴맴맴 울어도 되나요
이제껏 담아두었던
내 맘의 실타릴 풀고 갈게요
맴맴맴맴맴 울어도 되나요
다시는 오지 않을
이 청춘의 계절을
다시는 오지 않을
이 청춘의 계절을
기억 할게요 우 우
다시는 오지 않을
이 청춘의 계절을
기억 할게요",아몬드,2016.08.12,51,발라드
7월의 수요일,"우리는 가끔씩
잃어버린 기억들을
때론 내 것이 아닌 것처럼
어색하게 되돌리곤 하지
언제나 잊어야 하는
어려운 기억들은
때론 내 것이 아닌 것처럼
나를 묶어 움직일 수 없게 해
오늘은 7월에 찾아온
가을처럼 낯설어
여전히 내 맘은 너를
지우지 못 한거야
이렇게 무너져 가는
나를 돌아봐
다시 한번 내 손을
언제나 잊어야 하는
어려운 기억들은
때론 내 것이 아닌 것처럼
나를 묶어 움직일 수 없게 해
오늘은 7월에 찾아온
가을처럼 낯설어
여전히 내 맘은 너를
지우지 못 한거야
이렇게 무너져 가는
나를 돌아봐
다시 한번 내 손을",비트크림,2016.08.16,66,발라드
다시 만날 수 있을까,"웃는 내 얼굴 보면서
좋아 보인단 얘기에
순간 다시 떠오르는
너란 기억이 날 찾아와
참 쉽지 않아 오늘도
다 잊은 줄 알았는데
다 괜찮아 괜찮다고
다시 또 날 토닥이고
많은 시간동안
아파해야했고
이젠 다 잊었다
생각했었는데 아닌 가봐
오늘만 하루만
널 부를게
작은 망설임 없이
너를 사랑했던 그 날 들에
널 안고 행복한
시간들 안에
이 세상 그 무엇도
부러울 게 없던 나
다시 만날 수 있을까
가만히 멈춰서
발 끝만 바라봐
니가 없는 매일 다시
또 걷는다 멀어진다
오늘만 하루만
널 그릴게
작은 망설임 없이
너를 사랑했던 그 날 들에
네 앞에 빛나던
내 모습 보여
내게 너 없이도
행복이 있을까
사랑이 있을까
막연한 두려움에
먹구름 가득한 하늘 안에
남겨진 것만 같아
울진 않겠지만
가끔 오늘 처럼
좋았던 시간 돌아 보면서
웃어 볼게
우리가 아름답던 그 때를
바라보며 웃어 볼게
그래 난 또 어쩌면
네가 만들어 준
그때 내 모습을
더 더 그리워
하는 지도 몰라",여휘수,2016.08.16,59,발라드
흔적,"바람에 스쳐간 낯익은향기에
잠자던 영혼이 깨어난다
눈물에 묻었던 기억속의 흔적이
아지랑이 피어나듯
내 앞에 떠올라
닿을 듯 닿을 수 없는
가까워 질수록
점점 멀어져 간 네 그림자
언제쯤 내게로 돌아올지 몰라서
사라지는 흔적에 널
목 놓아 부른다
그리워해도 드리워 내도
소리쳐 봐도 다신 널 볼 수 없지만
멈춰져버린 시간 그 안에 남겨진
너의 얼굴 가슴
한 곳에 그리며 느낀다
긴 꿈을 꾸는 듯
너 없는 세상 헤매다
깨어보면 공허함만 남아서
기억속의 흔적 찾으려
눈물을 지워내도
희미해진 너의 잔상에
매달린 집착뿐
그리워해도 드리워 내도
소리쳐 봐도 다신 널 볼 수 없지만
멈춰져버린 시간 그 안에 남겨진
너의 얼굴 가슴
한 곳에 그리며 느낀다",시온,2016.08.13,16,"발라드, 국내드라마"
사랑한다고 말해요,"잊혀질 만큼 아파하다가
나도 몰래 그대를 그려요
지금 보고 있어도
또 보고 싶은 건
그대를 향한 내 맘인 가봐요
사랑한다고 말해요
보고 싶다고 난 말해요
우리 행복할 그날들을
지킬 수 있다고 소리쳐 말해요
외로워 말아요 제발
나를 믿어줘요 제발
그대 밖에 없잖아 사랑해요
그대 너무 사랑해요
사랑한 만큼 잊으려 하다가
그땐 정말 잊혀질까봐
다시 그댈 떠올려
가슴에 묻으며
우리 사랑할 그 날로 다가가
사랑한다고 말해요
보고 싶다고 난 말해요
우리 행복할 그날들을
지킬 수 있다고 소리쳐 말해요
외로워 말아요
제발 나를 믿어줘요 제발
그대밖에 없잖아 사랑해요
그대 너무 사랑해요
보고 있어도 또 보고 싶어요
그대 향한 나의 맘
언제나 기억해요
내게 와 줄 수 있겠죠
다시 사랑할 수 있겠죠
우리 행복할 그날들
그때로 달려가 사랑할 수 있겠죠
날 잊지 말아요 제발
나를 지켜줘요 제발
그대 밖에 없잖아 안아줘요
그대 너무 사랑하니까",승호 (MBLAQ),2016.08.13,59,"발라드, 국내드라마"
사는게 좋다 (With 강소리),"그래서 사는 게 좋다
그래서 오늘이 좋다
살다 보면 그래
울고 싶은 날도 있지
힘든 일은 한꺼번에
오기도 하니까
살다 보면 그래
기분 좋은 날도 있지
예고 없이 좋은 일도
생기곤 하니까
한번뿐인 세상구경
행복은 뭘까
마음먹기 달려있잖아
그래서 사는 게 좋다
그래서 오늘이 좋다
가져갈 추억이 많아서
내 삶이 좋다
그래서 사는 게 좋다
그래서 오늘이 좋다
마음에 속도를 늦추면
행복은 있다
그래 웃어보자
살다 보면 그래
근심걱정 끝이 없지
마음처럼 되지 않는
날들이 참 많지
살다 보면 그래
우리 이미 행복한데
그걸 잊고 살아가는
날들이 참 많지
한번뿐인 세상구경
행복은 뭘까
마음먹기 달려있잖아
그래서 사는 게 좋다
그래서 오늘이 좋다
가져갈 추억이 많아서
내 삶이 좋다
그래서 사는 게 좋다
그래서 오늘이 좋다
마음에 속도를 늦추면
행복은 있다
괜찮아 이대로 좋다
괜찮아 지금이 좋다
길가에 작은 꽃 하나도
흥미가 있다
그래서 사는 게 좋다
그래서 오늘이 좋다
사람이 꽃 중에 꽃이야
누가 뭐래도 너는 아름답다",여행스케치,2016.08.13,34,"발라드, 국내드라마"
사는게 좋다,"그래서 사는 게 좋다
그래서 오늘이 좋다
살다 보면 그래
울고 싶은 날도 있지
힘든 일은 한꺼번에
오기도 하니까
살다 보면 그래
기분 좋은 날도 있지
예고 없이 좋은 일도
생기곤 하니까
한번뿐인 세상구경
행복은 뭘까
마음먹기 달려있잖아
그래서 사는 게 좋다
그래서 오늘이 좋다
가져갈 추억이 많아서
내 삶이 좋다
그래서 사는 게 좋다
그래서 오늘이 좋다
마음에 속도를 늦추면
행복은 있다
그래 웃어보자
살다 보면 그래
근심걱정 끝이 없지
마음처럼 되지 않는
날들이 참 많지
살다 보면 그래
우리 이미 행복한데
그걸 잊고 살아가는
날들이 참 많지
한번뿐인 세상구경
행복은 뭘까
마음먹기 달려있잖아
그래서 사는 게 좋다
그래서 오늘이 좋다
가져갈 추억이 많아서
내 삶이 좋다
그래서 사는 게 좋다
그래서 오늘이 좋다
마음에 속도를 늦추면
행복은 있다
괜찮아 이대로 좋다
괜찮아 지금이 좋다
길가에 작은 꽃 하나도
흥미가 있다
그래서 사는 게 좋다
그래서 오늘이 좋다
사람이 꽃 중에 꽃이야
누가 뭐래도 너는 아름답다",강소리,2016.08.13,112,"발라드, 국내드라마"
우산,"내 방 한구석에 놓인
그대가 준 노란 우산
이상하게도 난 그래
그걸 볼 때 눈물이 나
잊지 못할 일 한 번쯤
누구에게나 있듯이
솔직히 그날은 내게
평생 가슴에 남을 하루
남아있는 그대 흔적
모든 걸 다 버렸지만
단 하나 지울 수 없던 건
날 울려버린 너의 뒷모습
비가 하루종일
쏟아지던 여름날에
토라진 나를 기다리던
흠뻑 젖은 그댈 기억해
아침부터 먹구름이
하늘 가득한 흐린 날
비라도 내릴 것 같은
마음 들뜨게 만든 오후
남아있는 그대 흔적
모든 걸 다 버렸지만
단 하나 지울 수 없던 건
날 울려버린 너의 뒷모습
비가 하루종일
쏟아지던 여름날에
토라진 나를 기다리던
흠뻑 젖은 그댈 기억해
비는 생각없이
아무 때나 내려오고
내 우산은 할 일을 잊은 듯
언제나 그 자리에 머무네
비는 제멋대로
아무 때나 내려오고
비가 오는 날은 내가
흠뻑 젖어 돌아오는 날",이주영,2016.08.18,213,"발라드, 인디음악"
6월 5일 당신에게 (Feat. 윤성기),"긴 시간 고마워요
그대 놀라지 마요
오늘 같은 이별의
기횔 기다려왔어요
너무 슬퍼 마요
그대 절실했던 나를
한번만 헤아려줘요
그대 비운 사이
마지막 의지로
떠나려는 나를
점점 더 굳어가는
나의 희망은 덧없이
멀어져 가도
오롯이 힘겨울 그대
가여워 떠나는 나를
부디 이해해줘요
이별 뒤에 무엇도 없대도
나 이제 이 삶을 벗어나고파
이제 그대에게
휴식을 주려 해
누구보다 최고였던
당신이기에
부디 채워줘요
그대 허전해질
나의 작은 빈자리를
흐르는 물처럼
우리 자유롭기를
기다린 오늘을
멈출 수도 되돌릴 수도 없는
슬픔에 잠들지 못한 날들과
내 고됨 지켜준
그대 고마워
갇혀있던 운명을
바꾸기 위해 떠나요
이 삶 끝에 무엇도 없대도
나 역시 이 삶을 벗어나고파
이제 그대에게
휴식을 주려 해
누구보다 최고였던 당신이기에
이젠 나의 빈자리를 털고
평온히 살기를 빌어줄게요
지루하게 저물어간 내 삶에도
당신은 내게 행운이었죠",페이튼,2016.08.18,54,발라드
이별이 아픔이 아니길 (Feat. 모리슨호텔),"혼자 걸어봅니다
싱그러운 햇살아래
불어오는 바람에 실린
그대 향기가 참 좋네요
우리 언젠가 함께
걸을 수 있기를 바라며
했던 약속을 그대는
잊지 않고 기억하네요
햇살이 참 좋은 날이죠
아름다운 당신처럼
나를 감싸 안는 바람 되어
가끔 내게 불어줘요 부디
오늘은 그대가 그 어디라도
함께 있는 것 같은
추억 속에 미소를 띄우지만
차디찬 얼음 속 힘겨운 시간을
견딘 그대에게 우리 이별이
아픔이 아닌 자유 이길
햇살이 참 좋은 날이죠
아름다운 당신처럼
그댈 떠올려줄 향기되어
가끔 내게 머물러줘요 부디
오늘은 그대가 그 어디라도
함께 있는 것 같은
추억 속에 미소를 띄우지만
차디찬 얼음 속 힘겨운 시간을
견딘 그대에게 우리 이별이
아픔이 아닌 자유이길
함께인것 같아요
우리 손을 잡고 걷자고
약속했던 이 길을
난 잊지 않고 걷고 있어요",페이튼,2016.08.18,36,발라드
꾀병,"나 아무래도
열이 나는 것 같아
이리 와서 너의 손을
나의 이마 위에
올려다 놔줘
너 불안하게
들썩이는 모습
귀여워서 자꾸 보고 싶어지는
내게 어서 달려와줘
너는 내가
꾀병이 느는 이유
너는 내가
꾀병이 느는 이유
알면서도 모르는 척
감은 두 눈은
하늘을 가리기에 충분해
깜빡 속아주면 돼
알면서도 모르는 척
감은 두 눈은
하늘을 가리기에 충분해
하늘을 가리기에 충분해
하늘을 가리기에 충분해
하늘을 가리기에 충분해
깜빡 속아주면 돼
또 어떤 날은
하찮은 말들로
쉴 새 없이 귀찮게
할지도 모르지만
그럴 때면 날
꽉
꽉",이설아,2016.07.18,80,"발라드, 인디음악"
나에게,"어떤 위로도
너에겐 들리지 않겠지만
나는 온종일
네 걱정에 잠 못 들겠지만
그게 어쩌면
너에게는 부담이 될까 봐
이런 밤이면
혼자서 소곤히 노랠 불러
그래도 네게
조금의 위로라도 될까 봐
이런 밤이면
혼자서 소곤히 너를 불러
어떤 위로도
나에겐 들리지 않겠지만
나는 온종일
내 걱정에 잠 못 들겠지만
그게 어쩌면
나에게는 부담이 될까 봐
이런 밤이면
혼자서 소곤히 노랠 불러",유용호,2016.08.18,267,"발라드, 인디음악"
나 하나만,"니 손 잡고 그 길을 같이 걸을 때
너무 행복했지 그걸 난 잊었었지
내가 아플 때 넌 불쑥 날 찾아와서
약을 건네주며
아프지 말라고 했었지
너의 마음이
너무 당연해졌던거야
너의 사랑이
익숙해져 버렸던거야
많이 아팠겠지
나의 사랑을 원했겠지
나 하나만 사랑해준다 했는데
나 하나만 안아준다고 했는데
나 하나만 바라본 너였었는데
너 하나만 바라보지 못한
내 잘못이야
아직도 난 너의 뒷모습을 기억해
차갑게 변한 너의 그 눈빛도
내게 받았던 상처들이 느껴져
힘들다던 너의 말도
무시했던 나인데
너의 마음이
너무 당연해졌던거야
너의 사랑이
익숙해져 버렸던거야
많이 아팠겠지
나의 사랑을 원했겠지
나 하나만 사랑해준다 했는데
나 하나만 안아준다고 했는데
나 하나만 바라본 너였었는데
너 하나만 바라보지 못한
내 잘못이야
이제는 니생각에 잠도안오고
또 가끔은 너와 걷던 길이 낯설어
너도 아팠겠지 많이 아팠겠지
미안해 내가 너무 미안해
나 하나만 사랑해준다 했는데
나 하나만 안아준다고 했는데
나 하나만 바라본 너였었는데
너 하나만 바라보지 못한
내 잘못이야",BU,2016.08.19,12,발라드
난 언제나 니편,"My Love Yeah Mm
오늘 어땠니
많이 힘들었었니
맘 편하게
내 어깨에 기대
나 여기 있어
항상 니편 이잖아
걱정 말고
내 품에 안겨봐
난 너 힘든 건 절대 못 봐
널 울게 놔둘 수가 없어
No No 너 너
Coz' You're My Everything
My Everything
언제라도 내가
니편이 되어줄게
약속해 니가 힘들 때
그때마다 널
토닥거려 줄 거야
사랑해 사랑해
사랑해 사랑해
가끔씩 니가
많이 외로울 때면
언제든지 내게 와줄래
난 너 힘든 건 절대 못 봐
널 울게 놔둘 수가 없어
No No 너 너
Coz' You're My Everything
My Everything
언제라도 내가
니편이 되어줄게
약속해 니가 힘들 때
그때마다 널
토닥거려 줄 거야
사랑해 사랑해
사랑해 사랑해
너만 항상 바라보고
너와 같은 꿈을 꾸고
너만 지켜주고 싶어
달콤한 입술에
예쁜 두 눈에
빠져들고 싶어
난 어떡하면 좋아
언제든 어디에서든
내게 기대 영원히
Coz' You're My Everything
My Everything
언제라도 내가
니편이 되어줄게
약속해 니가 힘들 때
그때마다 널
토닥거려 줄 거야
사랑해 사랑해 My Love",허스키와 피아노,2016.08.19,45,"발라드, 인디음악"
둘만아는 얘기 (Feat. 미료 & Jay Grammer),"나와 너의 첫날부터 지금까지 다
너와 나의 처음부터 지금까지 다
한걸음 더 내딛지 못해서
서성거릴 때
니가 나의 손을 잡아 주지 못할 때
우리 서로 처음 만났을 때
내가 말을 어떻게 해야
니가 나를 봐 우리 서로가
자연스럽게 말 하려나
우리 서로 처음 만났을 때
내가 지금 어떻게 해야
니가 나에게 말을 걸려나
많이 고민 했어 혼자서
우리 둘만 아는 얘기
너와 나 둘이 불러
우리 둘만 아는 노래
너와 나 둘이 불러
지금 우린 같이 하고 함께 잠드네
아침이 와 밝아 올 때도
사랑을 나눠
눈을 뜨고 너를 마주할 때
니가 나를 불러 줄 때마다
이게 꿈인가 여긴 어딜까
나의 옆에 너를 확인해
눈을 뜨고 너를 볼 때 마다
내가 너를 부를 때마다
내가 여기서 너의 옆에서
눈을 뜨게 해줘 기쁜데
우리 둘만 아는 얘기
너와 나 둘이 불러
우리 둘만 아는 노래
너와 나 둘이 불러
내가 누구와 함께
나의 삶을 나누는 것
내가 누구를 위해
나의 맘을 바꾸는 것
나도 그렇게 될지 몰랐어
하지만 실제로
그런 일이 일어났어
이건 순진한 척 내숭아냐
진심이야 긴시간
혼자가 더 편했던
난 이젠 아냐 니가 만약
사라진다면 갑자기
상상조차 불가 해
둘만의 판타지 매일 네게 줄까 해
우리 둘만 아는 얘기
너와 나 둘이 불러
우리 둘만 아는 얘기
너와 나 둘이 불러 우리 둘이 같이
우리 둘만 아는 노래
너와 나 둘이 불러
우리 둘이 아는 얘기
우리 둘이 같이 하지 이제 영원히
우리 둘만 아는 얘기
너와 나 둘이 불러
우리 둘만 아는 노래
너와 나 둘이 불러",비케이 (최보규),2016.08.19,440,발라드
마주칠까,"점점 멀어지고 찬바람이
그대에게 또 불어오고
눈물이 날까
뒷걸음 치다 떠나는
그댈 바라만 보죠
세월이 지나
그대 떠난 계절이
한걸음 또 다가와요
항상 그랬죠
내 마지막 사랑 그대
혹시 마주칠까
그거리를 서성이죠
버리지 못한
추억 한장
내방 가득한 니 흔적들
지금 만나러 가요
없을거란걸 알지만
다음계절에 꼭 널 다시
온통 세상이 변해가도
나는 그대로 남아 있죠
하염없이 계절이 바꼈지만
그 시간들은 내겐 없죠
가슴이 말을 해도
눈물이 새어 나와 워
혹시 마주칠까
그거리를 서성이죠
버리지 못한
추억 한장
내방 가득한 니 흔적들
지금 만나러 가요
없을거란걸 알지만
다음 계절에 꼭 널 다시
나 그대에게 사랑한단
그 흔한말
다시 그대 돌아오면
셀수 없이 연습한 말야
또 걷다 눈물이 나도 몰래
지금 만나러 가지만
괜찮을 테죠 다음날엔",고현중,2016.08.19,80,발라드
별하늘,"가득가득 별이 놓인 하늘에
두 눈을 내어주니
고요하게 자리잡은 별들이
나에게 다가온다
머리에서 소란스런 일들은
조금은 내려놓고
가슴 깊이 울려오는 슬픔은
잠시만 꺼내놓고
밤 하늘에 밝게 빛나는
수없이 놓인 저 별들을
부드러운 바람 속에서
아이처럼 바라본다
아름다운 저 하늘에 별들이
영원히 내 맘 속에 살기를
저 하늘에 밝게 빛나는
수없이 놓인 저 별들은
잠을 자듯 아주 조용히
나에게로 다가온다
아름다운 내 두 눈에 별들이
영원히 남을 수 있다면
기억 될 수 있다면",인빈 (In Been),2016.08.22,121,발라드
니가 생각나,"어떤 말로도
정리되지 않아 너는
라랄라라 아름다운 멜로디
무슨 화음으로
너를 감쌀까
라랄라 내 눈을 보는 너
아름답고 좋은 걸 보면
니가 생각나
가까이 더 가까이
너와 걷고 싶어
자꾸만 웃음이 나와
괜히 헛기침만
두근두근 심장 소리
들킬까봐 노래해
따뜻한 햇살
눈부시게 빛나는
그런 날에 더욱
너와 걷고 싶어
어둡고 추운
쓸쓸한 날 온대도
그런 날에 더욱
너와 걷고 싶어
아름답고 좋은 걸 보면
니가 생각나
가까이 더 가까이
너와 걷고 싶어
자꾸만 웃음이 나와
괜히 헛기침만
두근두근 심장 소리
들킬까봐 노래해
따뜻한 햇살
눈부시게 빛나는
그런 날에 더욱
너와 걷고 싶어
어둡고 추운
쓸쓸한 날 온대도
그런 날에 더욱
너와 걷고 싶어",청비와 나 (Cheong Bi And Na),2016.08.22,27,"발라드, 인디음악"
Pure Love2 (Feat. Aria) (Short Ver.),"꽃잎이 흩날리는 거리에서
나도 모른 한숨을
바람에 실어 보내요
당신을 생각하면 왜 이리
가슴이 두근댈까요 이상하죠
때로는 많은 인파
한 가운데 서서 하늘을 봐요
그대 닮은 구름을 찾으며
혹시나 우연히
마주칠 지도 모른단 생각에
주위를 둘러보아요
바보 같긴 하지만
내가 많이 부족한걸 알면서도
좋아하게 됐어요
안 된다고 하면서
어쩔 수가 없나 봐요
그대 목소리에 두근거려요
순수한 Fall in love Pure love
처음 만났던 그때
Fall in love Pure love
꽃잎이 날렸었죠
새벽 이슬보다도 맑고
거짓 없는 맘으로 좋아해요
운명의 그대
순수한 Fall in love Pure love
속으로 흘렸던 눈물
Fall in love Pure love
후회하지 않아요
표현 못 하는 내 마음을
알아차려 주기만을
바라며 기다려요
Fall in love Pure love
처음 만났던 그때
Fall in love Pure love
꽃잎이 날렸었죠
함께 걷는 길 연인처럼 행복했죠
달콤하게 찾아온 운명을 느꼈어",눈큰나라,2016.08.22,43,발라드
흘러 (Flow Away),"흘러 흘러 흘러 흘러
시간이 흘러 흘러 흘러
끝이 아니라고 말해줘
돌아와 돌아와
아직 기다리는 내 맘
흘러 흘러 흘러 흘러
눈물이 흘러 흘러 흘러
네가 아니라면
I’ll never know
누구도 필요 없어
너하나만 다시 내게로
아무것도 없는 눈빛
나와 같이 있는 이순간도
어색해 차가워
내게 말해줄래 네 맘
습관처럼 안부를 묻는 너
전화기만 바라보는 너
don’t know why
don’t know why
어떻게 그냥 이렇게
이러다 아무 말 없이
널 두고 나가도
몇 걸음 못가
다시 널 찾고 후회할 텐데
come along come along
너와 같이 가고 싶어
나 come along
왜 이래 아무것도 난 몰라
baby baby baby my baby
흘러 흘러 흘러 흘러
시간이 흘러 흘러 흘러
끝이 아니라고 말해줘
돌아와 돌아와
아직 기다리는 내 맘
흘러 흘러 흘러 흘러
눈물이 흘러 흘러 흘러
네가 아니라면
i’ll never know
누구도 필요 없어
너 하나만 다시 내게로
따스했던 너의 품도
내가 좋아하는 네 향기도
그리워 질까봐
벌써 겁내고 있나봐
입이 떨어지질 않아
조금도 쉽지가 않잖아
don’t know why
don’t know why
어떻게 그냥 이렇게
이러다 아무 말 없이
널 두고 나가도
몇 걸음 못가
다시 널 찾고 후회할 텐데
come along come along
너와 같이 가고 싶어
나 come along
왜 이래 아무것도 난 몰라
baby baby baby my baby
흘러 흘러 흘러 흘러
시간이 흘러 흘러 흘러
끝이 아니라고 말해줘
돌아와 돌아와
아직 기다리는 내 맘
흘러 흘러 흘러 흘러
눈물이 흘러 흘러 흘러
네가 아니라면
i’ll never know
누구도 필요 없어
너 하나만 다시 내게로
작은 식탁아래 다른 곳만
보는 너의 발끝
내가 물어보는
대답하다말고 발끈
피할 곳도 없는 벼랑끝
너와의 한 끗
갈라진 하나의 선
이제는 갈라진
두 개의 차선
기다려 말할까
말조차 할 수 없는
내가 난 지겨워
지울 수도 보낼 수도 없겠지
시간이 지나면
다시 돌아오겠지
시간이 흘러
시간이 흘러 흘러 흘러
흘러 흘러 흘러 흘러
시간이 흘러 흘러 흘러
끝이 아니라고 말해줘
돌아와 돌아와
아직 기다리는 내 맘
흘러 흘러 흘러 흘러
눈물이 흘러 흘러 흘러
네가 아니라면
I’ll never know
누구도 필요없어
너하나만 다시 내게로
흘러 흘러
시간이 지나도
눈물이 흘러",투엑스,2016.08.23,71,발라드
마리,"다 알아요
그대도 어렸던 거죠
나를 사랑한
그만큼 또 미웠던 거죠
날 안아주지 말아요
그래 아마도
어려운 아이였겠죠
쉽게 다치고
너무 오래 아파했었죠
미안해요 나라서
끝내 그대 나에게
아픈 얼굴로 남아서
아직도 숨막히는 꿈을 꾸지만
이제 잊기로 해요
차마 가 닿지 못한 우리는
처음 그 날부터 없었다고
작은 나에겐
그대가 하늘이었죠
날 봐줄래요
내가 좀더 착한 아이로
다시 태어나진다면
슬픈 기억은
언제야 날 떠날까요
미운 말들은
언제야 다 지워질까요
미안해요 기억해서
끝내 그대 나에게
아픈 얼굴로 남아서
아직도 숨막히는 꿈을 꾸지만
이제 잊기로해요
차마 가 닿지 못한 우리는
처음 그 날부터 없었다고
내가 아니었더라면
처음부터 없었더라면
그대는 좀더 많이 웃었을까요
이젠 잊기로해요
끝내 가 닿지 못한 우리는
처음 그 날부터 없었다고",호란,2016.08.24,199,발라드
