제목,가사,가수,발매일,좋아요수,장르
거름 (Inst.),"언젠지 모르던 시간에
행복에 젖어 있을때
함께 했던 소중한 시간이
그리워 진다
우리의 애타는 마음이
너희의 마음을 적시고
함께 했던 우리의 노래가
추억을 부른다
또 저앞에 펼쳐질
간절한 희망을 부른다
참 아픈 희망
참 슬픈 행복
단 한번 미소에
아픔을 삼키고
우리가 걸었던
함께 한 시간
모두의 마음과
기억에 이 세상에
거름이 되리라
언젠가 지나온 이길이
서로의 기쁨이 되고
함께 했던 소중한 시간은
가슴에 남는다
저 멀리에 보이는 희망이
서로가 다르게 보여도
함께 했던 그 믿음 하나로
난 미소를 짓는다
참 아픈 희망
참 슬픈 행복
단 한번 미소에
아픔을 삼키고
우리가 걸었던
함께 한 시간
모두의 마음과
기억에 이 세상에
거름이 되리라
I can take my life
We'll never give up
Going now
Forever I do
I'll keep my soul
You Take it slow
I'll pray all for one My love
참 아픈 희망
참 슬픈 행복
단 한번 미소에
아픔을 삼키고
우리가 걸었던
함께 한 시간
모두의 마음과
기억에 이 세상에
거름이 되리라",울랄라세션,2013.06.27,144,발라드
한사람 (I'll Be There) (Inst.),"한번도 거짓말 한 적이 없는건
매일 아침 밝아 오는 저하늘
겨울 없이 오는 봄이란
이세상에 없잖아
너의 소중한 그 미소 처럼
난 너를 넌 나를 바라보고 있단
사실 하나만 외워
달빛 한줄기 없는 밤을 만나도
I'll be there
I'll be there
너를 기다리고 있을께
너와 나 다른 이유들로
가끔은 울어도
I'll be there
I'll be there
너를 기억하고 있을께
정말 견디기가 힘들땐
Just call my name and
I'll be there
저마다 빛을 품은 많은 별들도
우리 눈이 전부 볼 순 없잖아
그게 내가 보는 너란걸
어딘가에 있는 별
멀리 있어도 함께인 이유
니가 날 내가 널 기억하고
있단 사실 하나만 외워
지금 니손 내게 닿지 않아도
I'll be there
I'll be there
너를 기다리고 있을께
너와 나 다른 이유들로
가끔은 울어도
I'll be there
I'll be there
너를 기억하고 있을께
정말 견디기가 힘들땐
Just call my name and
I'll be there
날 믿고 있는 한사람이 있어
지금의 날 있게 한 사람
이젠 너를 믿는 한사람이 있어
그 한사람 그게 나인걸
I'll be there
I'll be there
내가 너의 곁에 있을께
사실은 너때문에 내가 더
웃는지 몰라
I'll be there
I'll be there
너는 그런 사람 인거야
누군갈 살게 하는 이유
넌 이미 환한 빛이야
I'll be there
I'll be there
넌 이미 환한 빛이야
나에게 넌 나에게 넌
I'll be there
I'll be there
정말 무너지고 싶을때
지금 이말을 기억해
Just call my name and
I'll be there",울랄라세션,2013.06.27,130,발라드
물들어 (성민),"머리에 얹은 너의 손
나는 잊을 수가 없어서
내 아픈 가슴을
너의 익숙함으로
다시 감싸줘야 해
나에게 너의 손이 닿은 후
나는 점점 물들어
너의 색으로
너의 익숙함으로
나를 모두 버리고
물들어
너의 사랑 안에 나는
물들어
벗어날 수 없는 너의 사랑에
나를 모두 버리고
커져만 가는 너의
사랑 안에 나는 이제
손끝으로 파고와
목을 스친 상처로
심장 안에 머물며
나는 이제 너에게
물들어
너의 사랑 안에 나는
물들어
벗어날 수 없는 너의 사랑에
나를 모두 버리고
커져만 가는 너의 사랑 안에
나는 이제 물들어",SUPER JUNIOR (슈퍼주니어),2013.06.27,925,발라드
Love Is Canon (Inst.),"영혼을 믿나요 사랑을 믿나요
그래요 믿어요 꼭 그대 만큼요
바람이 부네요
나는 생각에 잠겨
끝없이 이 길을 걷고만 있어요
라라라 라라라라 들려와요
라라라 라라라라 느껴져요
따뜻했던 눈빛이
부드러운 입술이
라라라 라라라라 보고파요
라라라 라라라라 사랑해요
못다했던 말들이
눈물이 되어 흘러요
마법을 믿나요 운명을 믿나요
그래요 믿어요 꼭 그대 만큼요
비가 또 내려요
나는 생각에 잠겨
끝없이 이 길을 걷고만 있어요
라라라 라라라라 들려와요
라라라 라라라라 느껴져요
따뜻했던 눈빛이
부드러운 입술이
라라라 라라라라 보고파요
라라라 라라라라 사랑해요
못다했던 말들이
눈물이 되어 흘러
라라라 라라라라 좋은 사람
라라라 라라라라 착한 사람
그대에겐 그렇게
기억되고 있겠죠
라라라 라라라라 언제라도
라라라 라라라라 돌아와요
난 영원히 이곳을
떠나가지 않아요",어쿠스틱 레인,2013.06.28,27,발라드
힐링,"꼭 한 번 네게 묻고 싶은 말
내가 곁에 없어도
살아갈 수 있는지
단 한 번 네게 하고 싶던 말
숨을 쉴 수가 없어
다시 내게 돌아와줘
지나간 시간 속에 나를 용서해
널 울게 했던 모습
자꾸만 떠올라
아직도 내 맘을 모르나요
이렇게 후회하면서
나는 울고 있는데
아직도 내 맘을 모르나요
언제나 헛된 바람은
널 기다리는데
바보처럼 지나는
시간들이 내게 했던 말
너를 잊어보라고
편하게 지내보라고
그리움만큼 아파해야 한다면
죽고 싶을 만큼
견딜 수가 없는데
아직도 내 맘을 모르나요
이렇게 후회하면서
나는 울고 있는데
아직도 내 맘을 모르나요
언제나 헛된 바람은
널 기다리는데 바보처럼
돌이킬 수 없다는 걸 알면서도
난 아무 일도 없던 것처럼
다시 한 번 보고 싶어
날 보며 웃는 얼굴
생길 수 없는 일이지만
아직도 내 맘을 모르나요
이렇게 후회하면서
나는 울고 있는데
아직도 내 맘을 모르나요
언제나 헛된 바람은
널 기다리는데
바보처럼",디미니쉬,2013.06.28,5,발라드
시선 (Inst.),"새벽의 향이 스미는 축축한 방
힘없이 침대에 무너진 채로
너 없는 서먹한 공기를 헤매네
갈 곳 잃은 네 시선 속에
나는 한낮에 켜진 가로등처럼
낯설게 느껴져
짓누르려 해도 가라앉히려 해도
떠오르는 네 얼굴
네게 난 묻고 싶었어
날 향하던 너의 시선은
사라진 거냐고
차가워진 네 표정 서리처럼
가슴에 맺혀서
전하지 못한 엇갈린 사연들
멀어진 너는
나를 어딘가에 묻어둔 것 같아
무겁게 느껴져
잡으려 해도 막아보려 해도
달아나는 네 시선
네게 난 묻고 싶었어
날 향하던 너의 시선은
사라진 거냐고
차가워진 네 표정 서리처럼
가슴에 맺혀서
전하지 못한 엇갈린 사연들
우리 장난처럼 다짐했었던
그 약속들 차갑게 식어
나를 외면하네 멀어지네
그 때 난 알고 있었어
멀어지는 널 놓지 못해
서롤 외롭게 했던 날들
너무도 낯설어진 시선 모르는 척
가슴에 담고서
머뭇거리던 시간 속 어딘가에
멈춰서 있는 나를 아는지
새벽의 향이 스미는 축축한 방
힘없이 침대에 무너진 채로
너 없는 서먹한 공기를 헤매네",뮨,2013.07.01,4,발라드
오늘밤 (Inst.),"Oh Baby Please Don't Go
My Baby Please Don't Go
Oh Baby I'm Missing You
Always I'm Missing You
Baby Come Back Back
Back Back Back Back
그래 그쯤 했으면 됐어
난 할 만큼은 했어
내 스스로 위로 해봐도
오늘밤도 여전히
네 모습은 떠나지 않아서
더 슬프지
우리의 이별은 나의 부족한
사랑 그 때문이지 노
눈을 뜨면 니 얼굴이 괴롭혀
목을 조르는 듯 숨이 막혀
잊으려 잊으려 하면서 늘 널
찾는 내 모습 너무 웃겨
행복했던 기억이 가시처럼
목에 걸린 채 빠지지가 않잖아
넌 날 알잖아 제발 내게
한 번만 다시 돌아와 줘
너 없는 오늘밤 쓸쓸한 오늘밤
내게로 돌아와 이렇게
기다리잖아
보고 싶어 오늘밤 그리워요
오늘밤
니 모습 떠올라 이렇게 울고
있잖아
Oh Baby Please Don't Go
My Baby Please Don't Go
Oh Baby I'm Missing You
I'm Always Missing You
Baby Come Back Back
Back Back Back Back
사랑이란 그 말도 이젠 서툰
욕심인가
멀리 뒤돌아 봤을 때 추한
집착일까
난 이대로 멈춰있고 시간은
또 가는데
어린아이처럼 길을 헤매 일뿐
네게 다가가질 못해
난 여태 밤낮으로 오르락
내리락 심각해
넌 어때 너의 모습 나
혼자서 짐작해
넌 떠나고 나 혼자 남아
자꾸만 화가나
Till You Comeback
Everyday Is Yesterday
너 없는 오늘밤 쓸쓸한 오늘밤
내게로 돌아와 이렇게
기다리잖아
보고 싶어 오늘밤 그리워요
오늘밤
니 모습 떠올라 이렇게 울고
있잖아
Oh Baby Please Don't Go
My Baby Please Don't Go
Oh Baby I'm Missing You
I'm Always Missing You
Baby Come Back Back
Back Back Back Back
Oh Baby Please Don't Go
My Baby Please Don't Go
Oh Baby I'm Missing You
I'm Always Missing You
Baby Come Back Back
Back Back Back Back",엠블랙,2013.06.30,160,발라드
그대가 걸어오는 이 길,"그대가 걸어오는 이 길
나 하나만 바라고 내게 온길
후회하지 않게
사랑을 모두 줄게요
잡은 두손 절대로
나 놓을순없어요
조심스럽게 내 맘을 말해볼래요
내게와서 고마워요
나 약속할게요
나 사랑합니다 그댈 사랑합니다
생각만 해도 또 눈물이 흘러
그대가 없는 내 모습 안돼요
우리는 둘이어야만 하니까
사랑해요
한눈에 알수가 있었죠
자꾸만 눈이가던 그대였죠
미소하나까지 내 맘에 들어왔어요
사랑스런 그대가 내 가슴에 있어요
조심스럽게 내 맘을 말해볼래요
내게와서 고마워요
나 약속할게요
나 사랑합니다 그댈 사랑합니다
생각만 해도 또 눈물이 흘러
그대가 없는 내 모습 안돼요
우리는 둘이어야만 하니까
시간 지나도 변하지 않는 그런
사랑을 약속해 늘 지금 이 순간
이 느낌 기억해 나 영원히
나 사랑합니다 그댈 사랑합니다
생각만 해도 또 눈물이 흘러
그대가 없는 내 모습 안돼요
우리는 둘이어야만 하니까
사랑해요",김영민 (태사자),2013.07.02,99,발라드
하루가,"몇일 지나면 괜찮아질거야
난 알아
너 없는 날이 계속 될 거라는 걸
너무 아파도 숨은 쉴 수 있겠지
술 마시고 잠이 들면
괜찮아 지겠지
다른 곳에 있어도
날 기억하긴 할까
널 그리는 나를
아픔이 지나면
다시 나로 돌아갈 수 있을까
하루가 일년 처럼 흘러도
매일매일 널 그릴래
추억을 벗삼아
하루가 십년처럼 지나도 어느 날
널 생각하며 웃고 싶어서
너무 슬퍼도 그냥 살아가겠지
영활보고 좀 걸으면 괜찮아질거야
다른 곳에 있어도
날 기억하긴 할까
널 그리는 나를
아픔이 지나면
다시 나로 돌아갈 수 있을까
하루가 일년 처럼 흘러도
매일매일 널 그릴래
추억을 벗삼아
하루가 십년처럼 지나도
어느 날 널생각하며 웃고 싶어서
안부를 묻고
또 물어보고 싶어서
그저 그게 궁금해
하루가 일년 처럼 흘러도
매일매일 널 그릴래
추억을 벗삼아
하루가 십년처럼 지나도 어느 날
널 생각하며 웃고 싶어서
하루가 일년 처럼 흘러도
매일매일 널 그릴래
추억을 벗삼아
하루가 십년처럼 지나도
어느 날 널 생각하며 웃고 싶어서",앨리 캣,2013.07.03,33,발라드
여기까지만...(Inst.),"나 없이 잘 지낸단 그 말
어떻게 믿으라는 거야
아직까지 떨리는 니
목소리만봐도
난 벌써 알았는데
괜찮아 괜찮다고 너는
애써 날 위로해봤지만
수화기 넘어 들리는 니
울음소리에
그저 아무 말 못 하고
전활 끊게 돼
여기 까지만 난 여기 까지만
보고 싶을때 이렇게 안부만
그러다 언젠가 다른 사람을
만났을때
행복하길 바랄께
우리 그때까지 이렇게
더 나은 사람 만나 이제
나 따윈 잊어버려도 돼
이렇게 또 널 울리는 내가
더 싫어져
그저 아무 말 못 하고 전활
끊게 돼
여기 까지만 난 여기 까지만
보고 싶을때 이렇게 안부만
그러다 언젠가 다른 사람을
만났을때
행복하길 바랄께
우리 그때까지 이렇게
나 언제까지 널 못 잊어
아파해야 한대도
널 놓아주는게 맞는 것만 같아
여기까지야 우린 여기까지야
가슴 아파도 돌아봐선 안돼
그러다 언젠가 우리 추억이
떠오를때
행복했던 기억에
너 웃음 짓기를
바랄게",토니 안,2013.07.03,198,발라드
이별자국,"너를 두고 돌아선 발이 아파와
아주 무거워 걷지도
못하게 많이 힘들어
한 발 한 발 어떻게든
바로 걸어 볼래도
비틀거리고 휘청거려서
너의 얼굴이 일렁인다
미안하단 말로도 모자라니까
눈물 삼키듯 힘을 주고 걸어가
내 안에 눌러 담은 네가 무거워
떠나온 발자국이 너무 아파
흔들흔들 울렁이는
아픈 가슴 속에는
네가 스치고 눈물 지나간
하얀 자리가 타 들어가
미안하단 말로도 모자라니까
눈물 삼키듯 힘을 주고 걸어가
내 안에 눌러 담은 네가 무거워
떠나온 발자국이 너무 아파
사랑해
내 몸 여기저기에 이별이 묻어
털어낼 수도 지울 수도 없는데
내 안에 너의 자리 다시 느껴져
내 가슴 하염없이 무너진다",유지욱,2013.07.04,79,발라드
California Love (Feat. Dust),"we met in the california and
i fall in love when i first saw you
안 지는 한 달 만난 건
2weeks 사랑에 빠졌었지
you can dance in the hiphop
music and i wanna dance with you
oh 그댄 so attractive
난 너에게 빠져 드는 걸
밀고 당기고
서로의 긴장감을 잡아주고
내일 아침도
우리 마주할 수 있을까
그댄 내 곁에서 나를 안아줘요
그댄 내 곁에서 키스를 해 줘
그댄 눈을 감아봐요
니가 눈을 뜨면 내가 부끄러워
baby baby 나는 음음음
baby baby 나는 우우우
baby baby 나는 느끼고 있어
baby baby 나는 음음음
baby baby 나는 우우우
baby baby 나는 느끼고 있어
oh 그댄 so attract me
너에게 빠져 드는 내 모습을 봐
그댄 so attract me
너에게 빠져들어
헤어나올 수 없어
그대가 좋아서 눈을 뗄 수 없어
니 입술이 갖고 싶어
아니 너의 모든 걸 전부
ay girl oh my girl
씻지 않아도 넌 내 눈엔 이쁜 걸
밤새도록 니 맘을 내게 보여줘
그댄 내 곁에서 나를 안아줘요
그댄 내 곁에서 키스를 해 줘
그댄 눈을 감아봐요
니가 눈을 뜨면 내가 부끄러워
what's up lady
널 처음 봤던 캘리
한 겨울에도 뜨거워
니 몸매는 so catch
잊혀지지 않아
너도 알아 넌 so sexy
누가 더 존심이 ？
우리 할까 내기
밀고 당기기 다 유치한 짓
하지만 한 번 보자
누가 더 유치한 지
oh 내가 졌어 난 니가 좋아
그러니 너도 얼른 밝혀
너도 내가 좋아
넌 참 고와
more than BoA
내 친구도 널 보면
감탄사만 오와
다시 내게 와서
니 도도함을 보여줘
넌 나의 토핑
니 몸을 내 위로 올려줘
그댄 내 곁에서 나를 안아줘요
그댄 내 곁에서 키스를 해줘
그댄 눈을 감아 봐요
니가 눈을 뜨면 내가 부끄러워
baby baby 나는 음음음
baby baby 나는 우우우
baby baby 나는 느끼고 있어
baby baby 나는 음음음
baby baby 나는 우우우
baby baby 나는 느끼고 있어",태윤 (Tae Yoon),2013.07.03,174,발라드
이별여행,"잠도 못 자고
밥도 못먹는건 기본이야
잠이 들어도 꿈에선 너만 찾아와
사랑했었던 죽고 못살았던 사람과
남이되는건 어떻게 하는지 몰라서
떠난 널 붙잡고 울어볼 수도 없어
모르는 사람들이 내사람 욕할까 봐
그래서 혼자 울었어
그래서 혼자 울었어
우리 끝났는데 정말 남이 됐는데
다시는 우연조차 기대할 수 없는
것도 잘 아는데
사랑했던 기억이 행복했던 날들이
하루하루 시간이 갈수록
더 깊어지는 사랑에
365일이 헤어지는 중이야
떠난 널 붙잡고 울어볼 수도 없어
모르는 사람들이 내사람 욕할까 봐
그래서 혼자 울었어
그래서 혼자 울었어
우리 끝났는데 정말 남이 됐는데
다시는 우연조차 기대할 수 없는
것도 잘 아는데
사랑했던 기억이 행복했던 날들이
하루하루 시간이 갈수록
더 깊어지는 사랑에
365일이 헤어지는 중이야",씨타임,2013.07.05,16,발라드
